"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","49/2394","122/8545",0.401639344262295,1.43358738375995,3.00914407088212,0.0023838685365753,0.0128505413299762,0.00846900664309645,"IGF1/MAP2K3/POU1F1/JAK2/MAPK1/EP300/SOS2/MAPK8/MAP2K6/MAPK10/MAPK14/GHR/GNAI2/SOS1/ATF2/AKT3/CREB1/SOCS2/PIK3CA/ITPR2/STAT5A/GNAI1/ADCY4/RAF1/MRAP2/ADCY3/SSTR1/PIK3R1/CREB5/IGFBP3/SHC3/ITPR1/CACNA1C/PRKCA/GNAQ/CRK/MAP2K1/IRS1/FOS/JUNB/ADCY5/STAT5B/ADCY6/CREB3L2/PLCB1/SOCS3/MAPK11/IRS2/PLCG2",49,49,122
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","27/2394","59/8545",0.457627118644068,1.63342678730725,3.04572541297424,0.00265134500251317,0.0140725234748776,0.00927434041364929,"TCF7/GADD45B/MAPK1/SOS2/SOS1/GADD45A/AKT3/FOXO3/PIK3CA/POLK/CDKN1A/RAF1/DDB2/APC/MYC/EGF/PIK3R1/EGFR/TCF7L2/TCF7L1/BRAF/ILK/CTNNB1/AXIN2/MAP2K1/PTEN/CTNNA3",27,27,59
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","41/2394","99/8545",0.414141414141414,1.47821152207117,2.98560207536889,0.00269718554249095,0.0140989244266573,0.00929173966791142,"DGKG/PLPP1/PLD1/MAPK1/SOS2/PCYT1B/PIP5K1B/MAPK8/MAPK10/CHPT1/PDGFRB/SOS1/PLA2G4A/AKT3/PIK3CA/GPCPD1/PLD2/RAF1/WASF3/PDGFRA/DGKB/EGF/PDGFC/PIK3R1/SLC22A3/EGFR/PRKCA/DGKI/WASF2/RALGDS/PCYT1A/PLPP3/TSC1/JMJD7-PLA2G4B/MAP2K1/FOS/PDGFD/JUN/SP1/PDGFA/PLA2G4B",41,41,99
"hsa04137","Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","43/2394","105/8545",0.40952380952381,1.46172972112822,2.96982655477788,0.00277846639762952,0.0143070284654057,0.00942888832502711,"GABARAPL2/TFE3/CSNK2A2/MUL1/BCL2L13/SAMM50/MON1B/BNIP3L/TBC1D17/MAPK8/SMURF2/MAPK10/MFN2/FOXO3/TBC1D15/OPTN/RRAS/RHOT1/RRAS2/USP30/USP15/CALCOCO2/USP8/GABARAPL1/MAP1LC3B/RPS27A/UBC/MRAS/PINK1/NLRX1/CITED2/ARIH1/JUN/PRKN/SP1/MITF/NBR1/TOMM7/TOMM20L/MAP1LC3C/ATG9A/MAP1LC3B2/RAB7B",43,43,105
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","19/2394","38/8545",0.5,1.78467000835422,3.02419969041172,0.00328468651253792,0.016664953629788,0.0109828527354209,"SARM1/NADK/SIRT2/NT5C2/NMRK2/SIRT4/SIRT1/NAMPT/NMRK1/BST1/NT5C1A/NT5E/AOX1/SIRT3/NMNAT2/NUDT13/NNMT/NMNAT1/ASPDH",19,19,38
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","60/2394","157/8545",0.382165605095541,1.36407898727711,2.87234140821035,0.00333636473966988,0.0166818236983494,0.0109939707668756,"MRE11/MAP2K3/TRAF3IP2/HIPK2/NFATC3/FBXW11/TRPM7/SIRT1/GADD45B/MAPK1/NFATC2/RBL2/CDK6/PPP3CB/MAP2K6/HIPK3/MAPK14/CCND3/GADD45A/AKT3/FOXO3/CCND2/PPP3CC/PIK3CA/ITPR2/CDKN1A/RRAS/NFATC1/RAF1/RRAS2/ETS1/IL6/MYC/PPP3CA/RB1/PIK3R1/IGFBP3/CDKN2B/ATM/FOXO1/ITPR1/RAD9B/SLC25A4/ZFP36L2/MRAS/HIPK4/HIPK1/TGFBR2/TSC1/SMAD3/MAP2K1/PTEN/SMAD2/MAPK11/ZFP36L1/PPP3R2/CALM1/HLA-E/LIN52/PPP1CB",60,60,157
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","27/2394","60/8545",0.45,1.6062030075188,2.93959579800135,0.00355388812597893,0.017515591478039,0.0115434561685932,"IGF1/NOS1/MAPK1/PPP2CB/PPP1R17/GNAI2/PLA2G4A/ITPR2/GRIA3/GNAI1/GNAZ/RAF1/PPP2R1B/PRKG2/GNA12/ITPR1/GUCY1A2/PRKCA/GNAQ/BRAF/GUCY1A1/JMJD7-PLA2G4B/MAP2K1/PLCB1/PRKG1/RYR1/PLA2G4B",27,27,60
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","55/2394","143/8545",0.384615384615385,1.3728230833494,2.80478323829409,0.0041202252757717,0.0200208129597357,0.0131944945821599,"CALCR/MAP3K14/FYN/IFNGR1/GAB2/TAB2/TNFRSF1A/FCGR2B/FOSL2/MAPK1/NCF4/NFKBIA/NFATC2/LILRA1/LILRB5/MAPK8/PPP3CB/MAP2K6/MAPK10/MAPK14/IL1R1/AKT3/CREB1/TNFSF11/PPP3CC/PIK3CA/ITPR2/IL1B/FOSB/JUND/NFATC1/PPARG/TEC/PPP3CA/TNFRSF11A/IFNAR1/PIK3R1/ITPR1/JAK1/TGFBR2/MAP2K1/FOS/JUNB/TRAF6/JUN/CSF1R/CSF1/SOCS3/MAPK11/MITF/PPP3R2/PLCG2/SIRPA/LILRA6/ITGB3",55,55,143
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","104/2394","298/8545",0.348993288590604,1.24567571052912,2.69303616043074,0.00491870324785629,0.0235687863959781,0.0155327470984935,"CX3CL1/IL20RA/FAS/IFNGR1/TNFRSF1B/NGFR/TNFRSF1A/IL4R/CXCL2/CD40/IL7/CCL24/CXCL12/BMPR1A/CSF3/CCL2/CCL8/PF4V1/IL2/BMP5/GHR/IL4/IL5/LIFR/ACVR1/IL1R1/IL1RL2/IL18R1/IL18RAP/LEPR/MPL/IFNA8/TNFSF11/TNFRSF8/ACVR2A/CNTFR/ACVR1C/CXCL6/IL1B/BMP2/IL17B/LIF/ACKR4/EDA2R/NGF/IL15RA/EDAR/IL6/IL10/IL33/IL11RA/CCL21/MSTN/ACVRL1/TNFRSF11A/IFNAR1/IL22RA1/GDF7/ACKR3/TSLP/TNFRSF21/CTF1/CCL28/BMP3/BMP6/NODAL/IL34/EDA/IL6R/IL23R/INHBB/TGFBR2/CXCL3/PPBP/PF4/IL15/IL25/CX3CR1/IL13/IL16/IL17D/TNFRSF10D/LEP/IL17RA/CXCR2/CCL13/CSF1R/CSF1/CCR10/IFNE/IL3RA/IFNLR1/IL1RAP/CSF2RA/BMPR2/TNFSF12/CNTF/GDF10/CCL23/CCL16/CCL4/CCL18/CCL14/CCL3",104,104,298
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","51/2394","132/8545",0.386363636363636,1.37906318827371,2.73806000553493,0.00503970858052655,0.0238178008257762,0.0156968572947907,"PPP2R5A/PPP2R5B/MAOB/GNB5/PPP2R3A/PPP2R5C/PPP2R3C/PPP2CB/MAPK8/PPP3CB/MAPK10/MAPK14/GNAI2/ATF2/AKT3/CREB1/KCNJ5/PPP3CC/ITPR2/GRIA3/GNG11/GNAI1/BMAL1/ARRB1/PPP2R1B/PPP3CA/GNAL/CAMK2D/CREB5/CAMK2G/DRD2/ITPR1/CACNA1C/GRIA4/PRKCA/GNAQ/PPP2R2B/FOS/GNG12/ADCY5/GNG7/CREB3L2/PLCB1/GRIN2A/DRD1/MAPK11/GNG2/MAOA/CALM1/PPP1CB/GRIN2B",51,51,132
"hsa04081",NA,NA,"hsa04081","Hormone signaling","79/2394","219/8545",0.360730593607306,1.28757014301355,2.68947478485005,0.00522262694583988,0.0241665382520877,0.0159266888251745,"CALCR/IGF1/ADRB1/GNB5/RAPGEF3/PTHLH/NOS1/HEPH/RAPGEF4/JAK2/AVP/OXT/CRHR2/BMPR1A/GLP1R/GHR/NPR3/SMAD5/GNAI2/VIPR1/ACVR1/LEPR/MPL/SMAD9/ADRA1A/HCRTR1/PIK3CA/THRA/STAT5A/AVPR2/GNG11/GNAI1/ADCY4/RAMP2/TSHB/ADCY3/LHCGR/PRKG2/SLCO1C1/SSTR1/ESR2/SMAD4/PIK3R1/VIP/GNA12/SLC16A2/GNRH1/DRD2/ADRA2A/THRB/GNAQ/NPR2/PTH1R/GPER1/TSHR/AVPR1A/IGF2/IRS1/ADRB2/NPR1/ADRA1B/GNG12/ADCY5/STAT5B/ADCY6/LEP/NPPA/GNG7/OXTR/ADIPOQ/PENK/PLCB1/DRD1/PRKG1/IRS2/GNG2/ADRB3/ITGB3/ADRA2B",79,79,219
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","20/2394","42/8545",0.476190476190476,1.69968572224211,2.83570727142762,0.00527882111882632,0.0241665382520877,0.0159266888251745,"MAOB/ALDH3A2/ACAT1/HADHA/DLD/ALDH2/EHHADH/DLST/CAT/ECHS1/KYAT3/AOX1/HADH/CYP1A1/CYP1A2/ALDH9A1/HAAO/ALDH7A1/MAOA/INMT",20,20,42
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","17/2394","34/8545",0.5,1.78467000835422,2.85993423130592,0.00532461760552712,0.0241665382520877,0.0159266888251745,"FBXL3/PER3/RORA/FBXW11/PRKAG2/CREB1/CRY2/BHLHE41/NR1D1/PRKAB2/PER2/PRKAA1/BMAL1/NFIL3/NR1D2/PER1/RORB",17,17,34
"hsa00562","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","31/2394","73/8545",0.424657534246575,1.51574713038304,2.76073744697579,0.00546373908308071,0.0241665382520877,0.0159266888251745,"PIK3C2A/INPP5A/PIK3C3/ITPKC/MTMR2/MTMR3/ITPK1/MTMR8/PIP5K1B/PIKFYVE/ALDH6A1/PIK3CA/INPP5K/PIK3C2B/PLCE1/PIK3C2G/PLCZ1/MTMR6/ITPKB/PLCH2/INPP1/SYNJ1/PLCD3/INPP5D/MTM1/PTEN/PLCB1/PLCD1/PLCG2/INPP5B/SACM1L",31,31,73
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","31/2394","73/8545",0.424657534246575,1.51574713038304,2.76073744697579,0.00546373908308071,0.0241665382520877,0.0159266888251745,"HGF/RARB/GADD45B/MAPK1/SOS2/CDK6/MET/SOS1/GADD45A/AKT3/FOXO3/PIK3CA/POLK/CDKN1A/STAT5A/RAF1/DDB2/EGF/RB1/RXRG/PIK3R1/EGFR/PRKCA/BRAF/TGFA/MAP2K1/ALK/STAT5B/RXRA/FHIT/PLCG2",31,31,73
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","114/2394","333/8545",0.342342342342342,1.22193622193622,2.57718541239994,0.0066508340068132,0.0290447814221589,0.0191416408457249,"ITGA3/FAS/ATP6V0A1/TUBG2/LAMC3/LAMA3/LAMC2/WNT8A/PPP2R5A/TNFRSF1A/PPP2R5B/PALS1/PPP2R3A/PTGS2/DLG1/ITGA8/PPP2R5C/COL4A4/TCF7/WNT11/PXN/LAMB4/LAMB1/ITGA6/PPP2R3C/MAPK1/MFNG/EP300/SOS2/JAG1/LAMA1/RBL2/PPP2CB/CDK6/ITGB8/VWF/WNT5B/CCND3/LAMA4/PDGFRB/SOS1/AKT3/CREB1/CCND2/IFNA8/TNN/PIK3CA/CDKN1A/WNT1/UBR4/RAF1/ITGB4/WNT2B/NOTCH2/COL4A2/APC/ITGA7/HEY2/LAMC1/PPP2R1B/EGF/RB1/IFNAR1/ITGA10/ITGA9/PIK3R1/CREB5/EGFR/NOTCH1/PARD3/TCF7L2/ATM/ITGB1/DLG2/FOXO1/MAGI1/TCF7L1/FZD7/PPP2R2B/FZD1/WNT9B/JAK1/FZD5/ITGA2/TLR3/HEY1/TSC1/CTNNB1/RBPJ/TNXB/AXIN2/COL4A3/MAP2K1/WNT10B/PTGER4/PTEN/LAMB2/FZD4/PARD6G/CSNK1A1L/CREB3L2/MAML2/COL4A1/RELN/LAMA2/MAML3/LAMB3/COL4A6/NOTCH4/HLA-E/COL6A6/ITGA1/ATP6V1E2/ITGB3",114,114,333
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","25/2394","57/8545",0.43859649122807,1.56550000732826,2.67231215241073,0.0073656624576002,0.0313069786356733,0.0206325168125261,"ACSL4/ACADVL/ACAT1/HADHA/SCD/EHHADH/ACADL/SCP2/MECR/ACADM/ELOVL3/ACADS/ECHS1/ACSBG2/HSD17B4/HADHB/HADH/HSD17B12/ACSL1/ACOX1/ELOVL7/HACD1/ACAA2/ACSL5/HACD2",25,25,57
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","45/2394","116/8545",0.387931034482759,1.38465776510241,2.60216781538381,0.00744380110452943,0.0313069786356733,0.0206325168125261,"TKTL1/MDH1/CPS1/H6PD/CS/ME1/ACAT1/DLD/ACO2/OGDH/GCK/ALDOC/DLST/ALDH6A1/CAT/ACO1/ACADS/ECHS1/RGN/ACSS2/PDHA1/SUCLA2/ALDOB/IDH1/ESD/MMUT/IDNK/GLUD1/DLAT/ME3/ACOX1/SUCLG1/TKT/GPT2/IDH3A/GPT/GLYCTK/SUCLG2/AGXT/PC/PCCA/SHMT1/ADH5/HIBCH/SDHD",45,45,116
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","10/2394","17/8545",0.588235294117647,2.09961177453438,2.83113172105195,0.00751182052874491,0.0313069786356733,0.0206325168125261,"CYP46A1/SCP2/AKR1D1/HSD17B4/BAAT/CH25H/CYP39A1/CYP7A1/CYP7B1/CYP8B1",10,10,17
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","39/2394","98/8545",0.397959183673469,1.42045163930234,2.61154594150637,0.00753182384568372,0.0313069786356733,0.0206325168125261,"PIK3C2A/DGKG/INPP5A/PIK3C3/ITPKC/MTMR2/MTMR3/ITPK1/CDS2/MTMR8/PIP5K1B/PIKFYVE/PIK3CA/ITPR2/PIK3C2B/DGKB/PLCE1/PIK3C2G/PLCZ1/MTMR6/ITPKB/PIK3R1/ITPR1/INPP1/PRKCA/PIP4P2/DGKI/SYNJ1/PLCD3/INPP5D/MTM1/PTEN/IP6K1/PLCB1/PLCD1/PLCG2/CALM1/INPP5B/SACM1L",39,39,98
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","54/2394","144/8545",0.375,1.33850250626566,2.5556270225245,0.00805335497518038,0.033076279362348,0.0217985548200371,"IGF1/WNT8A/FGFR1/RIF1/TCF7/WNT11/JAK2/MAPK1/HOXA1/BMPR1A/WNT5B/MAPK14/LIFR/SMAD5/ACVR1/AKT3/ID3/ESRRB/SMAD9/PIK3CA/ACVR2A/ACVR1C/WNT1/ID1/LIF/RAF1/WNT2B/APC/KLF4/MYC/FGF2/SMAD4/LEFTY2/MEIS1/PIK3R1/FZD7/PCGF6/NODAL/FZD1/WNT9B/JAK1/INHBB/FZD5/SMAD3/CTNNB1/AXIN2/MAP2K1/WNT10B/ID4/FZD4/SMAD2/PCGF5/MAPK11/BMPR2",54,54,144
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","62/2394","169/8545",0.366863905325444,1.30946201796404,2.53484962363789,0.0082596498352737,0.0335244610961109,0.0220939240175742,"CFLAR/RRAGD/GABARAPL2/DAPK2/ATG2B/PIK3C3/STX7/IGBP1/SH3GLB1/MAPK1/MTMR3/PPP2CB/MAPK8/MAPK10/CAMKK2/GORASP1/RRAGC/AKT3/PIK3CA/OPTN/ATG4C/RRAS/ATG14/RAF1/PRKAA1/RRAS2/CALCOCO2/TANK/STX17/GABARAPL1/MAP1LC3B/RPS27A/PIK3R1/C9orf72/NRBF2/UBC/ITPR1/EPG5/ATG10/DEPTOR/RRAGA/MRAS/VPS11/WDFY3/TSC1/PRAP1/ZFYVE1/VPS39/MAP2K1/IRS1/PTEN/RAB33B/TRAF6/IRS2/NBR1/PIK3R4/MAP1LC3C/UVRAG/ATG9A/PLEKHM1/MAP1LC3B2/RAB7B",62,62,169
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","35/2394","87/8545",0.402298850574713,1.43594138603213,2.54960977739905,0.00906559488807611,0.0362138593510326,0.0238663420894677,"TCF7/GADD45B/MAPK1/SOS2/MAPK8/MAPK10/MSH3/SOS1/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/RAF1/DDB2/APC/MYC/EGF/SMAD4/PIK3R1/EGFR/TCF7L2/TCF7L1/BRAF/RALGDS/TGFA/TGFBR2/SMAD3/CTNNB1/AXIN2/MAP2K1/FOS/SMAD2/JUN/DCC",35,35,87
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","37/2394","93/8545",0.397849462365591,1.42006000664744,2.54093113217316,0.00913219061895606,0.0362138593510326,0.0238663420894677,"IFNGR1/NFATC3/IL4R/JAK2/MAPK1/NFKBIA/NFATC2/JAG1/MAPK8/PPP3CB/MAPK10/IL2/MAPK14/IL4/IL5/PPP3CC/STAT5A/DLL4/NFATC1/NOTCH2/STAT4/PPP3CA/NOTCH1/JAK1/STAT6/RBPJ/IL13/FOS/STAT5B/JUN/MAF/MAML2/JAG2/MAPK11/PPP3R2/MAML3/DLL1",37,37,93
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","17/2394","36/8545",0.472222222222222,1.68552167455676,2.57130153223049,0.0108334304820055,0.0416300861317947,0.0274358462378876,"MAOB/DCT/FAH/ALDH3A1/TPO/AOC3/AOC2/AOX1/HPD/ADH6/ADH1A/MAOA/ADH1B/ADH5/ADH4/TAT/ADH1C",17,17,36
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","31/2394","76/8545",0.407894736842105,1.45591500681528,2.49054530709672,0.010834596102752,0.0416300861317947,0.0274358462378876,"IGF1/GADD45B/MAPK1/SOS2/CDK6/PDGFRB/SOS1/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/RAF1/CAMK1/DDB2/PDGFRA/EGF/RB1/CAMK2D/PIK3R1/EGFR/SHC3/CAMK2G/PRKCA/BRAF/TGFA/MAP2K1/PTEN/PDGFA/PLCG2/CALM1",31,31,76
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","40/2394","103/8545",0.388349514563107,1.38615146279939,2.45965078902808,0.010964724748416,0.0416300861317947,0.0274358462378876,"AGPAT4/DGKG/PLPP1/PLD1/LPCAT2/CDS2/PCYT1B/CHPT1/PLA2G4A/GPAM/GPCPD1/PLA2G5/PLD2/PNPLA7/LPIN3/PEMT/CEPT1/LPIN1/DGKB/GPAT3/GPD1L/SAMD8/DGKI/PCYT1A/PLPP3/PLB1/SGMS2/GPD1/JMJD7-PLA2G4B/AGPAT2/ADPRM/PHOSPHO1/LPCAT4/PLAAT3/PLA2G6/PLA2G2A/SGMS1/LCAT/PISD/PLA2G4B",40,40,103
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","39/2394","100/8545",0.39,1.39204260651629,2.4601028854477,0.0110174645238666,0.0416300861317947,0.0274358462378876,"CX3CL1/IL20RA/TNFRSF1B/TNFRSF1A/CXCL2/CCL24/CXCL12/CCL2/CCL8/PF4V1/IL2/IL18R1/IL18RAP/CXCL6/ACKR4/IL6/IL10/CCL21/IL22RA1/ACKR3/CCL28/IL34/IL6R/CXCL3/PPBP/PF4/CX3CR1/TNFRSF10D/CXCR2/CCL13/CSF1R/CSF1/CCR10/CCL23/CCL16/CCL4/CCL18/CCL14/CCL3",39,39,100
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","14/2394","28/8545",0.5,1.78467000835422,2.59443368709384,0.0111013563018119,0.0416300861317947,0.0274358462378876,"HADHA/MECR/ACOT2/ELOVL3/ECHS1/HADHB/HADH/HSD17B12/ELOVL7/HACD1/ACAA2/MBLAC2/ACOT1/HACD2",14,14,28
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","46/2394","122/8545",0.377049180327869,1.34581672761138,2.4000060760065,0.0123064794200956,0.0456530688164836,0.0300871483275682,"MAP3K14/FYN/PPP2R5A/PPP2R5B/NFATC3/PPP2R3A/DLG1/PAK3/PPP2R5C/PPP2R3C/MAPK1/SOS2/NFKBIA/NFATC2/PAK5/PPP2CB/MAPK8/PPP3CB/MAP3K8/MAPK10/IL2/MAPK14/IL4/IL5/CBLB/SOS1/AKT3/PPP3CC/PIK3CA/NFATC1/RAF1/TEC/IL10/PPP2R1B/PPP3CA/PIK3R1/PPP2R2B/NCK1/MAP2K1/FOS/MALT1/JUN/PTPN11/MAPK11/PPP3R2/CD8B2",46,46,122
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","44/2394","116/8545",0.379310344827586,1.35388759254458,2.39401095500566,0.0126039306904427,0.0462591073213055,0.0304865512781144,"CLDN11/VCL/CLDN18/ROCK1/ACTN1/RAPGEF3/PXN/RAPGEF4/NCF4/ARHGAP5/MYL9/CD99L2/CLDN15/MYL7/CXCL12/MYL2/MAPK14/GNAI2/RAP1A/PIK3CA/RAP1B/GNAI1/AFDN/ROCK2/CLDN10/PIK3R1/MSN/ESAM/ITGB1/PRKCA/JAM2/CLDN8/CLDN19/CLDN2/JAM3/CTNNB1/PTPN11/CDH5/CTNNA3/CLDN5/MAPK11/PLCG2/CTNND1/PECAM1",44,44,116
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","29/2394","71/8545",0.408450704225352,1.45789944344429,2.41699020026552,0.013164845904527,0.0467853131635906,0.0308333413984304,"JAK2/MAPK1/SOS2/GCK/MAPK8/MAPK10/MAPK14/SOS1/AKT3/FOXO3/CCND2/TNFSF11/SOCS2/PIK3CA/STAT5A/RAF1/ELF5/LHCGR/ESR2/TNFRSF11A/PIK3R1/SHC3/MAP2K1/FOS/SOCS5/STAT5B/SOCS3/MAPK11/GALT",29,29,71
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","39/2394","101/8545",0.386138613861386,1.37826000645177,2.38559562456926,0.0132037508820112,0.0467853131635906,0.0308333413984304,"WNT8A/EDN1/DCT/TCF7/WNT11/MAPK1/EP300/ASIP/WNT5B/GNAI2/CREB1/WNT1/GNAI1/ADCY4/RAF1/WNT2B/EDNRB/ADCY3/CAMK2D/CAMK2G/TCF7L2/TCF7L1/PRKCA/FZD7/GNAQ/FZD1/KIT/WNT9B/FZD5/CTNNB1/MAP2K1/WNT10B/ADCY5/ADCY6/FZD4/CREB3L2/PLCB1/MITF/CALM1",39,39,101
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","38/2394","98/8545",0.387755102040816,1.38402980239715,2.38531944727797,0.0132897411305272,0.0467853131635906,0.0308333413984304,"CACNA1G/ATP1A2/ATP2B4/ATP2B1/SCARB1/LIPE/PRKD3/ATF2/CREB1/KCNJ5/ITPR2/ATF1/NR4A1/ATP1B2/ADCY4/LDLR/CAMK1/DAGLA/ADCY3/CYP11A1/CAMK2D/CREB5/CAMK2G/ITPR1/CACNA1C/NR4A2/PRKCA/GNAQ/NPR1/PRKCE/ADCY5/ADCY6/NPPA/CREB3L2/PLCB1/PRKD1/PDE2A/CALM1",38,38,98
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","38/2394","98/8545",0.387755102040816,1.38402980239715,2.38531944727797,0.0132897411305272,0.0467853131635906,0.0308333413984304,"IGF1/INSRR/FGFR1/TCF7/MAPK1/EP300/SOS2/NFKBIA/PDGFRB/SOS1/AKT3/CREB1/PIK3CA/CDKN1A/RAF1/PDGFRA/EGF/RB1/KLK3/PDGFC/PIK3R1/CREB5/EGFR/ZEB1/TCF7L2/FOXO1/TCF7L1/ERG/BRAF/TGFA/CTNNB1/MAP2K1/PDGFD/PTEN/CREB3L2/TMPRSS2/PDGFA/ETV5",38,38,98
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","47/2394","126/8545",0.373015873015873,1.33142048242299,2.33805214184963,0.0142325570399324,0.049598304836128,0.0326872123405145,"FYN/PPP1R12A/MYLK/ROCK1/RASGRP2/APBB1IP/MAPK1/VWF/MAPK14/GNAI2/RAP1A/PLA2G4A/AKT3/PIK3CA/ITPR2/RAP1B/GNAI1/ADCY4/ROCK2/TLN1/ADCY3/PRKG2/PIK3R1/MYLK4/ITGB1/ITPR1/GUCY1A2/GNAQ/GUCY1A1/ITGA2/NOS3/STIM1/JMJD7-PLA2G4B/P2RY12/GP9/P2RY1/TLN2/ADCY5/ADCY6/PLCB1/MAPK11/PRKG1/ARHGEF12/PLCG2/PPP1CB/PLA2G4B/ITGB3",47,47,126
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","22/2394","51/8545",0.431372549019608,1.53971530132521,2.41164578255294,0.014417076204804,0.0497389129065736,0.0327798785288174,"MYLIP/SCARB1/ABCB11/APOB/CETP/PLTP/LIPA/LRP1/LDLR/ANGPTL8/SORT1/CD36/NPC1/ABCG8/ABCA1/LIPC/ANGPTL4/SOAT2/CYP7A1/LPL/LPA/LCAT",22,22,51
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","17/2394","37/8545",0.45945945945946,1.63996703470388,2.43368605961332,0.0149091942722903,0.0509274457815856,0.033563167929283,"TCF7/GADD45B/MAPK1/GADD45A/POLK/CDKN1A/PPARG/DDB2/MYC/RXRG/TCF7L2/TCF7L1/BRAF/CTNNB1/MAP2K1/RXRA/NCOA4",17,17,37
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","38/2394","99/8545",0.383838383838384,1.37004970338304,2.31031899362226,0.0158761982855852,0.0531220527287037,0.0350094992811594,"IGF1/ABCB11/MAPK1/SOS2/JAG1/MAPK8/MAPK10/MAPK14/HBEGF/SOS1/AKT3/PIK3CA/CDKN2C/CDKN1A/DLL4/ADCY4/RAF1/NOTCH2/ADCY3/RB1/ESR2/NCOR1/PIK3R1/EGFR/SHC3/NOTCH1/BRAF/GPER1/MAP2K1/FOS/ADCY5/ADCY6/JUN/JAG2/MAPK11/SP1/DLL1/NOTCH4",38,38,99
"hsa04392","Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","14/2394","29/8545",0.482758620689655,1.72312966323856,2.43342059236,0.0160255347905365,0.0531220527287037,0.0350094992811594,"WWTR1/RASSF4/AJUBA/LATS1/YAP1/FRMD6/WTIP/LATS2/SAV1/FRMD1/DCHS1/RASSF6/TEAD1/FAT4",14,14,29
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","36/2394","93/8545",0.387096774193548,1.38168000646778,2.30877159361666,0.0161217227310293,0.0531220527287037,0.0350094992811594,"MAP2K3/PLD1/MAP3K4/MAPK1/SOS2/MAPK8/MAP2K6/MAPK10/MAPK14/HBEGF/SOS1/PLA2G4A/EGR1/ITPR2/PLD2/ADCY4/RAF1/ADCY3/CAMK2D/EGFR/GNRH1/CAMK2G/ITPR1/CACNA1C/PRKCA/GNAQ/JMJD7-PLA2G4B/MAP2K1/ADCY5/ADCY6/JUN/PLCB1/MAPK11/CALM1/MAP3K3/PLA2G4B",36,36,93
