"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","66/8420","157/18986",0.420382165605096,0.947906864154198,-0.58509009123965,0.746620813210207,1,0.898157688661748,"BAK1/KCNH2/VMP1/GAL/ATP1B3/SRI/ACTN2/OPRK1/P2RX5/BAX/FXYD5/FXYD3/SLC9A1/TREM2/NTSR1/CEMIP/NHERF1/IFNG/SUMO1/HSPA2/F2RL3/AKAP9/KCNC1/EPHB2/P2RX4/LACRT/COX17/CXCL9/PDPK1/ATP1B1/CASQ1/CALM2/GSTO1/FXYD4/ATPSCKMT/THY1/MS4A1/IFNGR2/CALM3/G6PD/TOR2A/LRRC52/CTSS/KCNC2/CACNB3/CXCL10/CXCL11/P2RY6/PDZK1/GRIN1/CD19/AKAP5/F2/F2R/GALR2/RGS7/LRRC55/LRRC26/STAC3/CXCR3/P2RX2/ATP2A1/STK39/MIR210/STIMATE/COA8",66,66,157
"GO:0072538","GO:0072538","T-helper 17 type immune response","22/8420","54/18986",0.407407407407407,0.91865047945808,-0.534391661562488,0.747965729371539,1,0.898157688661748,"FOXP3/TBX21/IL12RB1/TYK2/JAK3/IL23A/IL12B/LOXL3/LY9/EPHB2/BRD4/RORC/BATF/ZBTB7B/SLAMF6/PHB1/CLEC7A/ASCL2/CARD9/ENTPD7/BRD2/CLEC6A",22,22,54
"GO:0014032","GO:0014032","neural crest cell development","33/8420","80/18986",0.4125,0.930133610451306,-0.559009915163668,0.748270632018952,1,0.898157688661748,"SEMA3F/PAX6/SEMA3B/KITLG/TCOF1/CDC42/SEMA5B/SEMA4G/HIF1A/BMP7/PHOX2B/HES1/FN1/KLHL12/RDH10/OVOL2/LAMA5/SEMA7A/PEF1/PITX2/SHH/RET/NOLC1/GBX2/GDNF/SEMA4C/CDH2/NRTN/TBX1/SEMA4B/SEMA4D/SEMA4A/PHACTR4",33,33,80
"GO:0032272","GO:0032272","negative regulation of protein polymerization","33/8420","80/18986",0.4125,0.930133610451306,-0.559009915163668,0.748270632018952,1,0.898157688661748,"FKBP4/SCIN/TMSB10/CAPG/ARFGEF1/PFN2/CAPZB/CARMIL1/MAPRE1/TUBB4A/PFN1/CRACD/CAPZA1/STMN1/EML2/VIL1/HIP1R/SPTBN5/TMOD3/BBS4/TBCD/TWF1/CYRIB/TMSB15A/TMSB15B/CARMIL2/SPTBN4/PRKCD/SSH3/SPTBN2/PFN4/INPP5J/TWF2",33,33,80
"GO:0071453","GO:0071453","cellular response to oxygen levels","75/8420","178/18986",0.421348314606742,0.950085403933919,-0.59727219496257,0.74900734927904,1,0.898157688661748,"BAD/NOX1/CASR/ATP6AP1/ENO1/TIGAR/MT3/SLC9A1/TREM2/PICK1/HIF1A/BMP7/MAP1LC3A/SUV39H1/PGK1/STUB1/BBC3/TGFB1/CHCHD2/TBL2/CDKN1B/PPARD/VEGFA/STC2/FAM162A/ATP6V1A/OPRD1/DNMT3A/INHBA/NDP/GNGT1/MYOD1/EGLN3/VHL/UBQLN1/HILPDA/MDM2/BRIP1/GAD2/ATP6V1G1/TMBIM6/NOL3/NPEPPS/TP53/RPTOR/PMAIP1/AKT1/CCNA2/HYOU1/ADAM8/SUV39H2/DDAH1/AIFM1/NDUFS2/STC1/ATP6V0D1/CBS/TERT/AQP3/NGB/NKX3-1/MLST8/UCN3/ADO/IRAK1/P4HB/PTPN1/SRC/ATG7/ERO1A/MDM4/MIR210/TMEM199/EGLN2/LOC102724560",75,75,178
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","50/8420","120/18986",0.416666666666667,0.939528899445764,-0.593204755546121,0.752792142945989,1,0.898157688661748,"BAK1/CASR/VMP1/ATP2C2/CAMK2A/SRI/P2RX5/BAX/SLC9A1/TSPO/NTSR1/CEMIP/CREB3/WFS1/SUMO1/HSPA2/F2RL3/MCHR1/P2RX4/LACRT/CXCL9/PDPK1/CASQ1/CALM2/CASK/GSTO1/THY1/MS4A1/CACNA1D/STC1/CALM3/G6PD/TOR2A/UCN/CACNB3/CXCL10/CXCL11/P2RY6/GRIN1/CD19/AKAP5/F2/F2R/STAC3/CXCR3/P2RX2/ATP2A1/STIMATE/CCL5/ORAI1",50,50,120
"GO:0038061","GO:0038061","non-canonical NF-kappaB signal transduction","56/8420","134/18986",0.417910447761194,0.942333463324707,-0.59800332173985,0.752795941477882,1,0.898157688661748,"NLRP2/EIF2AK2/SPI1/IFI35/BCL3/TRAF4/NFKB2/C1QTNF3/TREM2/BMP7/ADISSP/PYCARD/RELB/IL23A/IL12B/CD86/PRDX1/NMI/RBCK1/TRAF2/RIPK3/PTPN22/HAVCR2/CD27/NOL3/CARD14/NLRP12/IL18/TAB3/ADIPOR1/AMFR/LAPTM5/REL/VCP/BTRC/AKIP1/GREM1/PHB1/NOD2/NLRC3/LGALS9/CCL19/RELA/TLR6/SPHK1/CALR/RTKN2/LRRC19/PTP4A3/COPS8/LIME1/TRIM15/MIR149/CPNE1/TNF/TRIM26",56,56,134
"GO:0007623","GO:0007623","circadian rhythm","87/8420","206/18986",0.422330097087379,0.952299195166386,-0.614493886167515,0.752850027929053,1,0.898157688661748,"HEBP1/BMAL2/MAPK9/OPN3/F7/ROGDI/DRD4/SREBF1/SIRT6/GSK3B/PRMT5/HNF4A/PROKR2/SUV39H1/RELB/EZH2/RAI1/SLC6A4/TIMELESS/NUDT12/FXR1/ID2/HDAC1/SFPQ/GHRH/TARDBP/PSPC1/OPRL1/PRKCG/ADORA2A/TPH1/AANAT/TOP2A/PDE6B/BHLHE40/MTNR1B/HCRTR2/HNRNPD/NDUFA9/TP53/CSNK1D/COL6A1/RORC/PARP1/NONO/NOCT/SUV39H2/HNRNPU/KDM8/GHRL/CCAR2/CIART/AGRP/NR2F6/CHRNB2/PRKAA2/CARTPT/ADCY1/BTRC/DDB1/SOX14/ATF5/CDK1/NPAS2/HDAC3/PPP1CA/KDM2A/RBM4B/RBM4/TYMS/MAGED1/TH/GPR157/SIAH2/MTA1/BTBD9/ZPBP2/USP7/CLDN4/HDAC2/ATG7/GFPT1/TOP1/CSNK1E/TNF/PRKDC/NFILZ",87,87,206
"GO:0030168","GO:0030168","platelet activation","59/8420","141/18986",0.418439716312057,0.943526894762554,-0.6008404978701,0.753023096718777,1,0.898157688661748,"CD9/ENTPD2/DGKA/ACTB/DGKD/GNAS/GP6/ITPR3/GLA/COMP/HSPB1/SLC6A4/PTPN6/HRG/PLEK/GNA13/F2RL3/APOE/VAV3/SERPINE2/EMILIN1/TMX1/VAV1/DGKQ/DGKZ/PTPRJ/FERMT3/SLC7A11/UBASH3B/WNT3A/F11R/FCER1G/VAV2/ADAMTS13/PRKCD/F2RL2/FZD6/SYK/PDIA3/COL3A1/C1GALT1C1/FGG/FGB/FIBP/GP5/F2/F2R/RAP2B/LCK/ACTG1/VPS33B/GP1BA/PDIA2/BLOC1S4/BLOC1S3/PPIA/SRC/MFSD2B/CLIC1",59,59,141
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","14/8420","35/18986",0.4,0.901947743467934,-0.518300457828955,0.753081269208575,1,0.898157688661748,"SLC25A39/TMEM14A/TSPO/SLC11A2/ATP5IF1/ABCB10/RSAD1/TMEM14B/PPOX/SLC25A38/FLVCR1/UROS/SLC6A9/HMBS",14,14,35
"GO:0006884","GO:0006884","cell volume homeostasis","14/8420","35/18986",0.4,0.901947743467934,-0.518300457828955,0.753081269208575,1,0.898157688661748,"SCT/SLC12A3/CLNS1A/SLC12A1/SLC12A7/SLC12A5/SLC12A9/CCDC51/LRRC8E/AQP11/CLN3/ABCB8/STK39/SLC12A8",14,14,35
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","14/8420","35/18986",0.4,0.901947743467934,-0.518300457828955,0.753081269208575,1,0.898157688661748,"PTPRC/RIPK2/PRKD2/CD86/CD80/SASH3/TRAF2/RUNX1/STOML2/CLEC7A/GLMN/CARD11/PNP/CD3E",14,14,35
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","14/8420","35/18986",0.4,0.901947743467934,-0.518300457828955,0.753081269208575,1,0.898157688661748,"SLC25A39/TMEM14A/TSPO/SLC11A2/ATP5IF1/ABCB10/RSAD1/TMEM14B/PPOX/SLC25A38/FLVCR1/UROS/SLC6A9/HMBS",14,14,35
"GO:0002931","GO:0002931","response to ischemia","27/8420","66/18986",0.409090909090909,0.922446555819478,-0.563402195224322,0.753190588075201,1,0.898157688661748,"CASR/CAMK2A/PANX2/TIGAR/REST/TREM2/STUB1/PPIF/PANX1/SLC8A2/MYB/GPR31/P2RX4/FAIM2/NOL3/TP53/HYOU1/AIFM1/SQSTM1/AQP3/GJB2/ITGAM/RELA/NQO1/CIB1/KCNJ11/P2RX2",27,27,66
"GO:0015909","GO:0015909","long-chain fatty acid transport","27/8420","66/18986",0.409090909090909,0.922446555819478,-0.563402195224322,0.753190588075201,1,0.898157688661748,"DRD4/PLA2G10/SLC27A5/PLA2G3/NTSR1/ABCD1/RPS6KB1/PLA2G2D/SLC2A1/ABCD3/APOE/EPRS1/THBS1/SLC27A2/AKT1/CPT2/PLA2G2F/SYK/SLC27A4/PROCA1/MFSD2A/PLA2G4F/UCP2/PLA2G2C/AVPR1B/CPT1B/MIF",27,27,66
"GO:0032623","GO:0032623","interleukin-2 production","27/8420","66/18986",0.409090909090909,0.922446555819478,-0.563402195224322,0.753190588075201,1,0.898157688661748,"FOXP3/HOMER3/TBX21/PTPRC/LAG3/EZR/RIPK2/PRKD2/GATA3/CD86/GBP1/CD80/SASH3/TRAF2/HAVCR2/RUNX1/LAPTM5/STOML2/NOD2/CLEC7A/GLMN/LILRB4/CARD9/CARD11/PNP/CD3E/TRIM27",27,27,66
"GO:0032663","GO:0032663","regulation of interleukin-2 production","27/8420","66/18986",0.409090909090909,0.922446555819478,-0.563402195224322,0.753190588075201,1,0.898157688661748,"FOXP3/HOMER3/TBX21/PTPRC/LAG3/EZR/RIPK2/PRKD2/GATA3/CD86/GBP1/CD80/SASH3/TRAF2/HAVCR2/RUNX1/LAPTM5/STOML2/NOD2/CLEC7A/GLMN/LILRB4/CARD9/CARD11/PNP/CD3E/TRIM27",27,27,66
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","27/8420","66/18986",0.409090909090909,0.922446555819478,-0.563402195224322,0.753190588075201,1,0.898157688661748,"SPHK2/MT3/ESR1/HIF1A/GLA/CYP27B1/VDR/IFNG/PARK7/PRDX5/EDN2/POR/GCH1/RFK/COX17/AKT1/NOSIP/ABL2/GZMA/SLAMF8/S100A1/GFI1/TERT/GDNF/DHFR/TNF/COA8",27,27,66
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","62/8420","148/18986",0.418918918918919,0.944607434037363,-0.603908285755037,0.753371492120908,1,0.898157688661748,"BTK/GLRX2/MAPK9/TOP2B/NME8/MT3/BMP7/MAP1LC3A/SMPD3/TRPA1/EZH2/AMBP/PPIF/HSPA8/OGG1/PDCD10/ECT2/MPV17/PARK7/ADPRS/PRDX1/MYB/ROMO1/PRDX5/TRAP1/RIPK3/GCH1/PCNA/OSER1/AGAP3/MDM2/TXN/IL18BP/CYP1B1/CBX8/SOD1/TRPM2/MMP3/AIFM1/MAPK13/PEX10/FANCC/PEX13/PRKCD/PEX2/PRDX2/GPR37L1/CDK1/GPR37/RELA/NET1/CCS/SPHK1/NQO1/HSF1/MAPT/HDAC2/SRC/MB/ZNF580/DHFR/PCGF2",62,62,148
"GO:0006623","GO:0006623","protein targeting to vacuole","19/8420","47/18986",0.404255319148936,0.911542932228231,-0.542012109159439,0.753450899008246,1,0.898157688661748,"M6PR/LAMP2/AP3D1/RAB7A/GNPTG/NAGPA/HSPA8/NDP/GGA3/AP3B1/VPS8/SQSTM1/LAPTM5/MON1A/VPS37C/VPS37D/AP3M1/HGS/AP4M1",19,19,47
"GO:0090278","GO:0090278","negative regulation of peptide hormone secretion","19/8420","47/18986",0.404255319148936,0.911542932228231,-0.542012109159439,0.753450899008246,1,0.898157688661748,"ABCC8/SREBF1/REST/GNAO1/CHGA/SYTL4/ENY2/GHSR/FFAR2/MTNR1B/PFKL/GHRL/CARTPT/MIDN/JAGN1/UCP2/BMP8A/KCNJ11/PIM3",19,19,47
"GO:1901222","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","44/8420","106/18986",0.415094339622642,0.935983507372384,-0.5899970729367,0.753584895523428,1,0.898157688661748,"NLRP2/EIF2AK2/SPI1/IFI35/BCL3/C1QTNF3/TREM2/BMP7/ADISSP/PYCARD/IL23A/IL12B/CD86/PRDX1/NMI/RBCK1/PTPN22/HAVCR2/CD27/NOL3/NLRP12/IL18/ADIPOR1/LAPTM5/VCP/AKIP1/GREM1/PHB1/NOD2/NLRC3/LGALS9/CCL19/RELA/SPHK1/CALR/RTKN2/LRRC19/PTP4A3/LIME1/TRIM15/MIR149/CPNE1/TNF/TRIM26",44,44,106
"GO:0022404","GO:0022404","molting cycle process","41/8420","99/18986",0.414141414141414,0.933834784903668,-0.58921240152237,0.754380970549144,1,0.898157688661748,"FARP2/FUZ/NSUN2/DLX3/GAL/PLA2G10/ZMPSTE24/GNAS/TRPC4AP/TRADD/ERCC2/PIAS4/LHX2/DKK1/FOXN1/WNT5A/IGFBP5/HDAC1/GORAB/INHBA/HOXC13/TNFRSF19/LAMA5/ACVR1B/WNT10A/COL6A1/NSDHL/TMEM79/FOXQ1/SHH/FZD6/DNASE1L2/RELA/HPSE/ZDHHC21/TSPEAR/PKP3/HDAC2/LDB1/FOXI3/TNF",41,41,99
"GO:0022405","GO:0022405","hair cycle process","41/8420","99/18986",0.414141414141414,0.933834784903668,-0.58921240152237,0.754380970549144,1,0.898157688661748,"FARP2/FUZ/NSUN2/DLX3/GAL/PLA2G10/ZMPSTE24/GNAS/TRPC4AP/TRADD/ERCC2/PIAS4/LHX2/DKK1/FOXN1/WNT5A/IGFBP5/HDAC1/GORAB/INHBA/HOXC13/TNFRSF19/LAMA5/ACVR1B/WNT10A/COL6A1/NSDHL/TMEM79/FOXQ1/SHH/FZD6/DNASE1L2/RELA/HPSE/ZDHHC21/TSPEAR/PKP3/HDAC2/LDB1/FOXI3/TNF",41,41,99
"GO:0031346","GO:0031346","positive regulation of cell projection organization","155/8420","363/18986",0.426997245179063,0.9628230043907,-0.638423440571462,0.755118953416495,1,0.898157688661748,"KDM1A/ZMYND10/RALA/CDKL3/MARK4/FUZ/ANLN/GRN/IFT88/STAU2/CUL7/CAMK2B/CROCC/CDC42/MYO3B/MARK2/MAP3K13/FSCN1/NRDC/CBFA2T2/CARMIL1/HSP90AA1/GSK3B/RAB11FIP3/MYO3A/PLA2G3/KCTD17/PLEK2/ZMYND8/ADNP/BMP7/PTK6/FMR1/METRN/CCP110/RP1/SF3A2/ANKRD27/WASL/EZH2/LIMK1/DVL1/NEURL1/WNT3/PFN1/KAT2A/RND2/IFT20/EHD1/EIF4G2/MDK/PTK7/VEGFA/ARSB/DBN1/WNT5A/ACTR3/FN1/WRAP73/P3H1/PLPPR5/STK11/TRIM67/TGFB3/FAM98A/PACSIN1/CCR7/MAP2K2/RAB3IP/VIL1/STYXL1/RAC2/APOE/EPO/PLXNA3/EPS8L1/ATP8A2/EPHB2/CAPRIN1/PLXNC1/RAC1/DDX56/SKIL/ITPKA/FNBP1L/ACTR2/SEMA7A/IGF1R/BBS4/RETREG3/MIEN1/ADCY10/CRABP2/ABL2/TWF1/ASAP1/PTPRD/WNT3A/PROM2/ZFYVE27/GRIP1/TIAM1/LRP8/CARMIL2/PPP1R35/DVL3/TBC1D24/ELAVL4/S100A9/ARPC2/SERPINI1/PRKCI/CLRN1/WASHC5/ARF6/ENTR1/RET/ROR2/SLC30A1/ZNF804A/LPAR3/ENC1/CCL19/CORO1B/HRAS/CEP135/FBXW8/BAIAP2/ANAPC2/EPS8L2/SLITRK1/WASHC1/CAMK1D/SS18L1/SEPTIN9/ROBO2/MAPT/SHTN1/SEMA4D/AGRN/PLXNB2/ALKAL1/AP2A1/SRC/OCLN/PLXNB3/EPS8L3/L1CAM/GDI1/DDR1/GPC2/TWF2/BRK1/CUX1/NEFL",155,155,363
"GO:0031669","GO:0031669","cellular response to nutrient levels","109/8420","257/18986",0.424124513618677,0.956345370019501,-0.628992723898702,0.755183819655918,1,0.898157688661748,"LAMP2/ABCC8/MYH13/CASR/CLEC16A/HSPA5/EIF2AK2/ATG5/WIPI1/ASNS/SREBF1/SEH1L/GCN1/COMT/DEPDC5/PICK1/XBP1/SNW1/MAP1LC3A/SUV39H1/PHEX/NPRL3/TSC2/SLC7A5/GDAP1/PLIN3/USF2/RHEB/TBL2/MICU1/RPS6KB1/RNF167/COL1A1/HSPA8/AMBRA1/CYP27B1/VDR/PPARD/DAP/NPRL2/EIF4G1/PRKAG3/ELAPOR1/SLC2A1/KPTN/INHBA/TRIM24/NCOA3/MED1/PRMT1/WDR24/MYOD1/PAK4/SLC34A1/POSTN/EIF2S1/STK26/HNRNPA1/MDM2/BRIP1/YME1L1/PAK6/SLC39A5/IGF1R/TP53/RPTOR/WDR45B/PMAIP1/XPR1/UCN2/SRD5A1/TBC1D7/SLC39A4/PAK1/LAMTOR1/MCU/SEC13/USF1/PRKAA2/WNT4/NUAK2/CARTPT/MIOS/YWHAZ/FBXO22/MLST8/MFSD2A/PCSK9/FOXA3/KRT20/EIF2AK3/KICS2/UCP2/RNF152/ULK1/GBA1/UCN3/PAK2/BHLHA15/PRKAG1/UPP1/NUPR2/KCNJ11/BECN2/ATG7/SREBF2/EHMT2/GCGR/BGLAP",109,109,257
"GO:0048545","GO:0048545","response to steroid hormone","145/8420","340/18986",0.426470588235294,0.961635461785664,-0.637210079530968,0.755272056195565,1,0.898157688661748,"FKBP4/KDM1A/BRCA1/SOX30/PTPRU/SLC12A3/SREBF1/PIAS2/PTPRC/UBA5/PGR/REST/CAD/DNAJA1/TFAP4/ESR1/COMT/TSPO/PCK2/RBBP7/ACOD1/TRIP4/VPS18/UBR5/URI1/GPI/TGFB1/ATP1A3/GSK3A/GHRHR/ZMIZ1/RPS6KB1/PPP1R9B/COL1A1/HSPA8/SCGB2A2/PTGES3/SCNN1A/CNOT2/PPARD/IGFBP2/SDC1/PARK7/HDAC1/SPP1/TGFB3/GOT1/GHSR/FLT3/INHBA/DDX54/PKN1/TRERF1/SCGB2A1/MED1/NKX2-2/CST11/SMARCA4/YWHAH/MYOD1/FOXA1/AANAT/SAFB2/EPO/RAN/PCNA/MDM2/IL1RN/GAD2/THBS1/CYP1B1/PDX1/IGF1R/ABHD2/CARM1/ACTA1/PARP1/CNOT9/SRD5A1/SKP2/PAK1/EIF4E/BCL2L11/HNRNPU/SH3RF1/AIFM1/APOA2/STC1/SAFB/FOXH1/SSTR5/SCNN1D/AGL/UCN/HEYL/HMGB2/CASP3/GJB2/SCNN1G/NKX3-1/PHB1/OR51E2/ABCA3/DDIT4/ADAM9/AR/ZNF764/GLB1/TADA3/RELA/ESRRA/PCSK1/UCP2/HSD11B2/TYMS/GBA1/UCN3/ZBTB7A/CALR/TH/SSTR2/PAQR7/SRARP/SMYD3/UBE2L3/CARD9/WNT7B/CLDN4/ESRRG/NCOR2/SRC/DDRGK1/STK39/DAXX/HSPA1B/HSPA1A/TNF/BGLAP/DNAAF4/EGLN2/NEFL/SRD5A2/SSTR3/NR2E3/PAGR1",145,145,340
"GO:0016197","GO:0016197","endosomal transport","125/8420","294/18986",0.425170068027211,0.958702958618127,-0.637045953203019,0.756473772158864,1,0.898157688661748,"BAIAP3/VTA1/WAS/EIPR1/CLEC16A/AP3D1/GRIPAP1/RNF126/ATP6AP1/TSG101/RAB7A/PTPN23/ACTN2/RAB10/CHMP5/KIF16B/RAB11FIP3/CMTM6/EZR/TBC1D10A/PLA2G3/GGA1/TOM1/ARFRP1/CHMP4B/CCDC22/CORO1A/RAB11A/LAPTM4B/LEPROTL1/PLEKHJ1/STX10/ANKRD27/SNX8/YKT6/GBF1/MTMR4/EHD1/GOLT1B/RAB35/SNX4/ALMS1/DENND1A/ARL1/RAB17/AP5S1/MAP2K2/EPS15L1/CALY/CHMP2A/CHMP1A/RAB11FIP4/VPS25/VPS13B/SNAP25/ARL8B/HOOK1/AGAP2/BLOC1S1/REPS1/STX6/STAM/DIAPH3/CLTC/MVB12A/SNX27/RAB13/DYNC1LI1/ASB15/SNX12/LAMTOR1/ANKRD50/TMEM87B/GRIP1/SNF8/VPS28/SQSTM1/STX5/DPY30/ARFIP1/CHMP4C/LMTK2/MICALL2/WASHC5/VCP/ARF6/ENTR1/MYO5B/RAB8A/VPS37C/TBC1D10B/REPS2/NSG2/TMCC1/GOLT1A/ARHGAP1/TBC1D10C/RAB6A/UBE2O/CHMP6/VPS37D/MYO1D/RUFY1/PHETA2/BET1L/AKAP5/SCRIB/WASHC1/WASH6P/TMEM50A/HGS/USP7/BLOC1S2/SRC/PHETA1/TRIM27/DENND1C/DENND1B/EMP2/VPS16/RAB6C/VPS52/RAB6D/ARHGAP8/AP5Z1",125,125,294
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"L2HGDH/GOT1/GOT2/COL6A1/D2HGDH/IDH2/OGDHL",7,7,18
"GO:0010544","GO:0010544","negative regulation of platelet activation","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"CD9/APOE/SERPINE2/TMX1/UBASH3B/PRKCD/F2",7,7,18
"GO:0010715","GO:0010715","regulation of extracellular matrix disassembly","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"FSCN1/FAP/TGFB1/CARMIL2/FGFR4/MELTF/DDR1",7,7,18
"GO:0010766","GO:0010766","negative regulation of sodium ion transport","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"NHERF1/WNK4/AGT/SERPINE2/PCSK9/COMMD1/STK39",7,7,18
"GO:0016264","GO:0016264","gap junction assembly","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"GJB6/AGT/GJA1/GJB2/HOPX/CNTNAP2/IRX3",7,7,18
"GO:0031280","GO:0031280","negative regulation of cyclase activity","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"GNAI3/GALR3/GABBR2/GRM2/AKAP5/GALR2/RD3",7,7,18
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"TREM2/APOC3/APOA1/APOE/APOA2/MIR33B/APOC2",7,7,18
"GO:0042574","GO:0042574","retinal metabolic process","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"RDH11/RDH10/CYP1B1/RDH13/SDR16C5/CYP27C1/ABCA4",7,7,18
"GO:0042753","GO:0042753","positive regulation of circadian rhythm","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"BMAL2/GHRH/ADORA2A/MTNR1B/RORC/GHRL/BTRC",7,7,18
"GO:0045836","GO:0045836","positive regulation of meiotic nuclear division","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"DAZL/RAD51AP1/WNT5A/DMRT1/STRA8/WNT4/MEIOSIN",7,7,18
"GO:0046184","GO:0046184","aldehyde biosynthetic process","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"REST/PNPO/TPI1/CLCN2/WNT4/SLC25A10/CACNA1H",7,7,18
"GO:0060221","GO:0060221","retinal rod cell differentiation","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"RPGRIP1L/RP1/GNAT1/NDP/GNAT2/BBS4/SAMD11",7,7,18
"GO:0071371","GO:0071371","cellular response to gonadotropin stimulus","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"EPHA8/SLC5A5/INHBA/CYP1B1/CCNA2/NSMF/WT1",7,7,18
"GO:0072189","GO:0072189","ureter development","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"PAX2/FOXF1/GATA3/SIX1/SHH/RET/LHX1",7,7,18
"GO:0072673","GO:0072673","lamellipodium morphogenesis","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"PLEKHO1/CD44/MYO9B/VIL1/ABI1/CORO1B/SRC",7,7,18
"GO:0150078","GO:0150078","positive regulation of neuroinflammatory response","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"STAP1/TREM2/MMP8/TTBK1/IL18/TAFA3/TNF",7,7,18
"GO:1902036","GO:1902036","regulation of hematopoietic stem cell differentiation","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"EIF2AK2/PUS7/SETD1A/OSM/HSPA9/YTHDF2/PRKDC",7,7,18
"GO:2000774","GO:2000774","positive regulation of cellular senescence","7/8420","18/18986",0.388888888888889,0.876893639482713,-0.466457432533223,0.757146993596921,1,0.898157688661748,"ABI3/EEF1E1/TP53/CGAS/B2M/KIR2DL4/HLA-G",7,7,18
"GO:0009267","GO:0009267","cellular response to starvation","80/8420","190/18986",0.421052631578947,0.949418677334667,-0.625518714000132,0.757214714099966,1,0.898157688661748,"LAMP2/MYH13/CLEC16A/HSPA5/EIF2AK2/ATG5/WIPI1/ASNS/SREBF1/SEH1L/GCN1/COMT/DEPDC5/PICK1/XBP1/MAP1LC3A/SUV39H1/NPRL3/TSC2/SLC7A5/PLIN3/TBL2/MICU1/RNF167/HSPA8/AMBRA1/DAP/NPRL2/PRKAG3/ELAPOR1/SLC2A1/KPTN/WDR24/MYOD1/PAK4/SLC34A1/EIF2S1/STK26/HNRNPA1/YME1L1/PAK6/SLC39A5/IGF1R/TP53/RPTOR/WDR45B/PMAIP1/XPR1/SRD5A1/TBC1D7/SLC39A4/PAK1/MCU/PRKAA2/WNT4/NUAK2/CARTPT/MIOS/YWHAZ/FBXO22/MFSD2A/PCSK9/FOXA3/KRT20/EIF2AK3/KICS2/UCP2/RNF152/GBA1/PAK2/BHLHA15/PRKAG1/UPP1/NUPR2/BECN2/ATG7/SREBF2/EHMT2/GCGR/BGLAP",80,80,190
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","80/8420","190/18986",0.421052631578947,0.949418677334667,-0.625518714000132,0.757214714099966,1,0.898157688661748,"HOXA11/MKS1/CASR/CELSR1/PAX2/SIRT6/PGR/GRHL2/TMED2/ESR1/SIX4/NFATC4/STK4/BMP7/CTSZ/ESRP2/FOXF1/CTSH/TGFB1/WNT2/MDK/VDR/TIMELESS/VEGFA/WNT5A/KDM5B/GNA13/RDH10/HS3ST3B1/MED1/GZF1/SIX1/HOXD13/FOXA1/LAMA5/KRAS/TBX3/AGT/GCM1/SULF1/LEF1/GREB1L/SFRP2/RSPO2/PAK1/ST14/DLG5/HS3ST3A1/MMP14/HOXB13/WNT4/RBM15/IHH/TBX20/SHH/SPINT1/BTRC/FRS2/GREM1/NKX3-1/SPINT2/GBX2/GDNF/NPNT/AR/SIX2/CCL11/PPP1CA/GRB2/MAGED1/WT1/PBX1/SRC/NRARP/TGM2/FKBPL/DDR1/TNF/FOXD1/LHX1",80,80,190
