"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","expDiff"
"ENSG00000154803.13",1384.48429787635,-0.264032898580599,0.0490717695001458,-5.3805457041816,7.42603819084349e-08,2.24452837713077e-07,"down"
"ENSG00000154813.10",1659.44958061634,-0.345822005697965,0.0422251981214736,-8.18994394539258,2.61347869404992e-16,1.37254097278132e-15,"down"
"ENSG00000154814.14",742.026595526649,0.167523840305951,0.0468615201329682,3.57486995365508,0.000350402021355302,0.000734913263754122,"up"
"ENSG00000154822.18",554.264864624518,-1.08239223595939,0.0975430564843924,-11.0965585349746,1.30367598095004e-28,1.2271547036965e-27,"down"
"ENSG00000154832.15",2341.19641399574,0.196135929783498,0.0614372788369186,3.19245795869521,0.00141067478477011,0.00274106629124898,"up"
"ENSG00000154839.10",473.692028001516,3.39870735880191,0.12154507547232,27.9625262117338,4.64257161251557e-172,2.04384751229832e-169,"up"
"ENSG00000154845.16",4673.81704369972,0.182280470830445,0.043813144771555,4.16040601013392,3.17682336118662e-05,7.48242489798495e-05,"up"
"ENSG00000154856.13",1680.31115170097,-2.15252792360504,0.114009309632305,-18.8802820624669,1.65698816818891e-79,8.66041133339376e-78,"down"
"ENSG00000154864.13",1655.13857296303,0.758877401680698,0.165232187567463,4.59279401218878,4.37350706025597e-06,1.13060256763491e-05,"up"
"ENSG00000154874.15",104.956960511158,-0.321950436017311,0.18867741551755,-1.7063538586968,0.0879422159568224,0.127409196358987,"no_change"
"ENSG00000154889.17",778.757877076383,-0.0137647684371447,0.047478554829069,-0.289915488933904,0.771880891822773,0.822485725007113,"no_change"
"ENSG00000154898.15",14.2267258473026,0.60781468359115,0.189241567602883,3.2118455331475,0.00131885265672464,0.00257477694389125,"up"
"ENSG00000154914.17",494.597128135634,0.546509021011607,0.0897538776503176,6.08897392868989,1.13636620742352e-09,3.9613618704801e-09,"up"
"ENSG00000154917.11",552.539435878473,-0.885591473794035,0.120719186083464,-7.33596292789571,2.20132953395946e-13,9.79188503957388e-13,"down"
"ENSG00000154920.15",206.836367266619,2.60310040372287,0.115373153987565,22.5624446741174,1.01363472385625e-112,1.20543547614957e-110,"up"
"ENSG00000154928.18",343.964096488983,-2.19028982262446,0.156613343610138,-13.985333383066,1.91577007264681e-44,3.3224823021263e-43,"down"
"ENSG00000154930.15",3375.06371152961,0.560484589673894,0.0977673323224936,5.7328411889678,9.87620984731042e-09,3.20855934051733e-08,"up"
"ENSG00000154945.7",3152.89149381643,-0.778491177988959,0.0742722328317269,-10.4815911452767,1.04962736377014e-25,8.67771557425352e-25,"down"
"ENSG00000154957.14",558.824848969343,0.117454275433169,0.0533840766056974,2.20017433851489,0.0277945282231563,0.0444799886297522,"up"
"ENSG00000154975.14",7.9459432849174,0.941010281390925,0.370274882316874,2.54138297338145,0.0110414902383495,0.0188723869997698,"up"
"ENSG00000154978.13",3280.61560060994,0.984394941288982,0.0699911857504909,14.0645558541931,6.27153612785521e-45,1.11209249269501e-43,"up"
"ENSG00000154997.9",0.855887473343767,1.12114201713529,0.314285365312791,3.56727401550969,0.000360714227649384,0.00075557237226311,"up"
"ENSG00000155008.14",1658.03072091499,-0.217294219678889,0.0677078552031492,-3.20929113803596,0.00133062681774897,0.00259554996807416,"down"
"ENSG00000155011.9",264.355151892669,-0.390014828171108,0.120290934761323,-3.24226284337189,0.00118584598543908,0.00232931307406273,"down"
"ENSG00000155016.18",640.372665099061,-1.41696031745207,0.071643856530623,-19.7778342215066,4.6211626075474e-87,2.97999901389518e-85,"down"
"ENSG00000155026.16",2.7155672183767,0.577689281646453,0.146770154009892,3.93601332330495,8.28463755132522e-05,0.00018666016942445,"up"
"ENSG00000155034.19",600.763872107988,0.21931782746182,0.0768613726307234,2.85342064492553,0.00432513285718484,0.0078569357191798,"up"
"ENSG00000155052.14",2.57016960995277,0.173337598586978,0.32095587819171,0.540066751740379,0.589150998857677,0.668590370125139,"no_change"
"ENSG00000155066.16",7758.59751056328,0.93693283493829,0.094489639220778,9.91572031245793,3.55681507803587e-23,2.62320841410877e-22,"up"
"ENSG00000155070.8",5.081537921806,1.2604868837921,0.266644954766977,4.72721070193752,2.27625032746467e-06,6.04078005869044e-06,"up"
"ENSG00000155085.15",510.548823594437,0.110165173238337,0.0793577980368174,1.38820854362954,0.165073551445175,0.224816840767367,"no_change"
"ENSG00000155087.4",0.480289623026135,0.590798491468045,0.385600548726213,1.53215158385972,0.125485032929168,0.175735852710426,"no_change"
"ENSG00000155090.15",5107.65225880857,-1.23798549393007,0.0678010568310714,-18.2590884536587,1.75191541234332e-74,7.85616524526336e-73,"down"
"ENSG00000155093.19",1592.14972615642,1.52068584382698,0.197281154906492,7.70821645152957,1.27588221728549e-14,6.10793259289171e-14,"up"
"ENSG00000155096.14",15442.299513619,0.538270297954808,0.0707428492099726,7.60882978231711,2.76588732176835e-14,1.29683718409794e-13,"up"
"ENSG00000155097.12",5802.65122063983,0.454874977753423,0.0677246500699549,6.71653492906303,1.86096716073082e-11,7.32248035871955e-11,"up"
"ENSG00000155099.8",464.835306033985,-0.961945275242192,0.0898198139265893,-10.7097224230324,9.1636154202978e-27,7.94613886398361e-26,"down"
"ENSG00000155100.11",907.654408806112,0.460200833371715,0.0779304840481526,5.90527364217783,3.52061879910507e-09,1.18331766052728e-08,"up"
"ENSG00000155111.15",2530.29409679912,0.276659230087338,0.0799297858785575,3.46127825874179,0.000537616809312516,0.00110148053941798,"up"
"ENSG00000155115.7",2602.68373390075,0.635571418361428,0.0693439322438303,9.16549433808574,4.93203972133915e-20,3.10524530585139e-19,"up"
"ENSG00000155158.20",1433.30984596495,0.508633700090626,0.0936840788267036,5.42924375689806,5.65933442719938e-08,1.72684189769626e-07,"up"
"ENSG00000155189.12",2081.92951085271,0.336615243152065,0.072661335126245,4.63265975731405,3.60997564250473e-06,9.4076347425624e-06,"up"
"ENSG00000155229.21",3799.73969526573,-0.0183529019283498,0.0342573330009698,-0.535736448830687,0.592140709243933,0.671188717974284,"no_change"
"ENSG00000155249.5",0.131524314353664,-0.016180087207877,1.22602239305709,-0.0131972199688228,0.989470447591661,NA,"no_change"
"ENSG00000155252.13",1837.1466863072,0.130375274424946,0.038879828259295,3.35328833130268,0.000798574688051578,0.00160117110104846,"up"
"ENSG00000155254.13",3935.60598428232,-0.040663789153714,0.0733430360284819,-0.554432859009583,0.579282643401501,0.659500095189421,"no_change"
"ENSG00000155256.17",1784.11083270723,0.180354286140872,0.0495010715577873,3.64344206024565,0.000269016229990312,0.000572533263148162,"up"
"ENSG00000155265.11",253.314340006904,-0.472552554311232,0.13700387947259,-3.44919104575994,0.00056226874387587,0.00114967284915848,"down"
"ENSG00000155269.12",10.5097511871154,0.316915678366556,0.176011638227349,1.80053820053197,0.0717756973459064,0.105922652795562,"no_change"
"ENSG00000155275.19",761.475053936264,-0.223772030234537,0.0483450842808716,-4.62864081349995,3.68073544412343e-06,9.58276312459862e-06,"down"
"ENSG00000155287.11",1728.02478986219,-0.100724827572451,0.0536838825680599,-1.87625825022534,0.0606198269127543,0.0907523387241427,"no_change"
"ENSG00000155304.6",2739.16673269271,0.532591893247134,0.0742364720588654,7.17426190221995,7.26983228751824e-13,3.14275584254577e-12,"up"
"ENSG00000155307.19",524.869649556668,0.82223034362482,0.0975319322091857,8.43037070014471,3.44571923688001e-17,1.88350352507822e-16,"up"
"ENSG00000155313.15",2948.72084744447,-0.611460641353966,0.0601359284568133,-10.1679754024765,2.75577022793981e-24,2.13816200451151e-23,"down"
"ENSG00000155324.10",1390.54600412809,-1.40676157362742,0.0813000251866857,-17.3033350284595,4.43929931268661e-67,1.56831264684688e-65,"down"
"ENSG00000155329.12",1000.64712028113,0.246049334887177,0.0487528404023709,5.04687178955037,4.49102501638416e-07,1.27068088230842e-06,"up"
"ENSG00000155330.10",542.547594059806,0.295506013171223,0.0679588005812182,4.34831119213267,1.3718985153882e-05,3.36849753456582e-05,"up"
"ENSG00000155363.18",3581.62173993332,0.721460138748392,0.0550843667090862,13.0973664916327,3.40881488150407e-39,4.91103176053064e-38,"up"
"ENSG00000155366.17",9159.2878698306,0.672150010380341,0.0716895306790328,9.37584615234377,6.86231066980913e-21,4.52529013419575e-20,"up"
"ENSG00000155367.15",370.625047405697,1.82312991436906,0.125790444433696,14.4933895621145,1.33394358128327e-47,2.58462153487324e-46,"up"
"ENSG00000155368.16",10245.6154486668,0.054767331823047,0.0903962625951882,0.605858364612989,0.544608809146017,0.628133218819976,"no_change"
"ENSG00000155380.12",2469.68681510512,0.246283602607187,0.126778759520781,1.94262511747337,0.0520614698251228,0.0790486965557886,"no_change"
"ENSG00000155393.13",1408.78820988689,0.58629410896692,0.0582831394741298,10.0594119372577,8.34955879868051e-24,6.35974961899163e-23,"up"
"ENSG00000155428.12",5.55555388137285,-0.198596464914826,0.159411169632728,-1.24581273302478,0.212833153835915,0.281350251144143,"no_change"
"ENSG00000155438.12",1618.9689158398,0.357666274853421,0.0472346893346741,7.57211024125154,3.67209629572685e-14,1.7065258719027e-13,"up"
"ENSG00000155463.14",6300.4290148516,-0.124813981609973,0.0461371296331104,-2.70528276471712,0.00682462692211949,0.0120415254394867,"down"
"ENSG00000155465.20",1145.2681934348,0.546536433388658,0.0880120135421393,6.20979354286652,5.30542576710272e-10,1.8893125826149e-09,"up"
"ENSG00000155495.9",14.4898456797392,3.9461583491319,0.379656309368569,10.3940281031942,2.63964190737752e-25,2.14778753739612e-24,"up"
"ENSG00000155506.18",14061.2865431477,0.275167930380367,0.0440805506333105,6.24238868224186,4.30938458942379e-10,1.54591532889421e-09,"up"
"ENSG00000155508.14",4090.61486133817,-0.00441357445565147,0.04485237587366,-0.0984022444671294,0.921612892504566,0.940574345399705,"no_change"
"ENSG00000155511.18",147.101289351121,-0.360314878715513,0.304171501001697,-1.18457803419756,0.236184326144127,0.308707053370318,"no_change"
"ENSG00000155530.3",99.2568176200102,0.949612972144914,0.11573073327491,8.20536555220103,2.29890324930784e-16,1.20955280705079e-15,"up"
"ENSG00000155542.12",384.487831354006,-0.322171996418554,0.0739505341155187,-4.35658782281798,1.32105701620354e-05,3.2494141767959e-05,"down"
"ENSG00000155545.20",1796.30919590291,0.077854386809572,0.0618468036490342,1.25882636152673,0.208093056417604,0.275920394193581,"no_change"
"ENSG00000155561.15",4897.22935349932,0.515393065572614,0.0641714632680282,8.0314993507308,9.62885838445147e-16,4.90823069619362e-15,"up"
"ENSG00000155592.16",672.415469519949,0.334264486080404,0.0614149117597317,5.44272517052729,5.24715695755303e-08,1.60535303241942e-07,"up"
"ENSG00000155621.15",507.849320494248,-0.381671147285214,0.0428716081495029,-8.90265524806629,5.45263339256685e-19,3.2591229749174e-18,"down"
"ENSG00000155622.7",12.3830343055087,2.47476068224249,0.583829743662086,4.23883967733383,2.24678033826515e-05,5.38326640784289e-05,"up"
"ENSG00000155629.15",1318.92659672553,0.250860369732364,0.100911567294535,2.48594265710062,0.0129208783560773,0.02186026219544,"up"
"ENSG00000155636.15",702.774816446224,0.348903737165132,0.027729672629395,12.5823244229459,2.64141641199028e-36,3.42113862582674e-35,"up"
"ENSG00000155657.28",576.651073680552,-0.864735158194325,0.115635628252307,-7.47810316996374,7.54029944749059e-14,3.43891433612269e-13,"down"
"ENSG00000155659.15",1136.86743594646,-1.27067800049026,0.119367336822428,-10.6451063943944,1.83774211256837e-26,1.57420061036376e-25,"down"
"ENSG00000155660.11",14996.8219046378,1.19128458860932,0.066209461524313,17.9926639060773,2.22404713818942e-72,9.34201818550484e-71,"up"
"ENSG00000155666.12",262.529125267568,0.236893587121931,0.0571564136378825,4.1446545023413,3.40326434585544e-05,7.98782273414626e-05,"up"
"ENSG00000155714.14",6.28668289145584,-0.859967527111107,0.12911520111924,-6.66046692919535,2.72958985022531e-11,1.06162309966502e-10,"down"
"ENSG00000155719.18",25.4163728714666,0.1062813292648,0.113409667611662,0.937145231998472,0.348683857286524,0.432900114048037,"no_change"
"ENSG00000155729.13",1211.80296870412,-0.301948175907862,0.0373199663097955,-8.09079443966723,5.9276821213933e-16,3.05319975169302e-15,"down"
"ENSG00000155744.9",1401.95869295513,-0.239000285373453,0.0572430379585556,-4.17518520848756,2.97743716073825e-05,7.03161708383972e-05,"down"
"ENSG00000155749.13",28.5884973200532,-0.24145264035019,0.118280225587395,-2.04136100646667,0.0412149573000812,0.0638544538435375,"no_change"
"ENSG00000155754.15",39.2302541315761,-0.680521487589354,0.153492270280946,-4.43358799986315,9.26776537882494e-06,2.316688348272e-05,"down"
"ENSG00000155755.19",1595.61784465988,-0.810069509758874,0.0572853899756815,-14.1409443158676,2.12414741887023e-45,3.83796722860984e-44,"down"
"ENSG00000155760.2",3419.4665987039,-1.16591445364894,0.107699418665204,-10.825633676569,2.60272522132269e-27,2.30941422981123e-26,"down"
"ENSG00000155761.14",260.062146931721,0.669140330792235,0.198227089938578,3.37562505205304,0.000736482137576964,0.00148447434157875,"up"
"ENSG00000155792.10",2328.894492036,-0.279233142657145,0.100603756732137,-2.77557371342124,0.00551044062411858,0.00985375425618142,"down"
"ENSG00000155816.20",41.8080868974088,-0.762147394800597,0.18457380899775,-4.12922829592734,3.63982853690994e-05,8.52470968143751e-05,"down"
"ENSG00000155827.12",4188.95866628278,-0.0662653422106516,0.0424053057198903,-1.56266630049479,0.118131104808626,0.16642970747932,"no_change"
"ENSG00000155833.15",0.163052078181166,-0.218774556778865,0.854969060058146,-0.255885934356486,0.798038915892932,NA,"no_change"
"ENSG00000155846.17",383.661526741147,-0.969096960044776,0.102107043583658,-9.49099029834093,2.28849703612687e-21,1.54086524704513e-20,"down"
"ENSG00000155849.15",1247.7229792646,-0.592400069747005,0.0833486244289281,-7.10749666003363,1.18166595547744e-12,5.04499960570072e-12,"down"
"ENSG00000155850.8",2712.80414709304,-0.223882227141652,0.105960873999001,-2.11287637306353,0.0346113506088162,0.0544507675368398,"no_change"
"ENSG00000155858.6",588.386498032607,0.0383234955610649,0.0496050033571994,0.772573187529134,0.439775017677154,0.52690373120711,"no_change"
"ENSG00000155868.8",726.747112597693,-0.135071379348267,0.04258595007687,-3.17173572749828,0.0015153083228067,0.00293243127603469,"down"
"ENSG00000155875.15",27.9539912431779,-0.172104475253173,0.112115831594598,-1.53505952554041,0.124769207080927,0.174861738841111,"no_change"
"ENSG00000155876.6",5146.65934260432,-0.167121346839313,0.0453384579055659,-3.68608361553464,0.000227731555598668,0.000489033782331271,"down"
"ENSG00000155886.11",322.141057517606,4.98420741750288,0.170972843322975,29.1520414624415,7.87081906638002e-187,5.22268769498854e-184,"up"
"ENSG00000155890.4",0.292184760310053,-0.207952082118375,0.475209734957349,-0.437600635721486,0.661675810285592,0.731930305873502,"no_change"
"ENSG00000155893.13",1474.25175791083,0.346623564954383,0.060153701543187,5.76229818052886,8.29762349331167e-09,2.71129525864455e-08,"up"
"ENSG00000155897.10",12.6881069819584,-0.571319185421627,0.327904012759407,-1.74233666923991,0.0814495505467303,0.118767084040321,"no_change"
"ENSG00000155903.13",1548.1433092684,-0.324886837925426,0.0619261145008547,-5.2463623875666,1.55131622686027e-07,4.56325174730469e-07,"down"
"ENSG00000155906.19",2935.02880478685,0.887539552790384,0.117000002311692,7.58580799362676,3.30421428718754e-14,1.53946729560274e-13,"up"
"ENSG00000155918.8",37.4034403426339,2.10649020694353,0.282205711732518,7.46437835723224,8.36937910772828e-14,3.8067953749984e-13,"up"
"ENSG00000155926.14",1221.96756093821,0.59612598281377,0.104341175346952,5.71323814238769,1.10846387021605e-08,3.58487096827306e-08,"up"
"ENSG00000155957.18",1135.37404334173,0.156753454003707,0.0917719388610595,1.70807608457557,0.087622225794363,0.126963213114593,"no_change"
"ENSG00000155959.12",2827.9509159606,0.438717165470692,0.0503847815773003,8.70733486851804,3.11102970927941e-18,1.79393570830426e-17,"up"
"ENSG00000155961.5",207.000000857664,1.2558887690997,0.163220785526453,7.69441689089385,1.42140899124457e-14,6.78898504737458e-14,"up"
"ENSG00000155962.13",818.90372659834,-1.28995130915652,0.087767965181328,-14.6972908223574,6.70906269010026e-49,1.36826029071822e-47,"down"
"ENSG00000155966.14",145.119900789918,-0.964756563886311,0.161842638106744,-5.96107784186021,2.50579555923065e-09,8.50213796349305e-09,"down"
"ENSG00000155970.12",142.714541730112,-2.22186581081898,0.110372604276424,-20.1305915121329,3.98212840323666e-90,2.80064130479555e-88,"down"
"ENSG00000155974.12",597.695023453466,0.663024899015602,0.105360298835695,6.29292918055938,3.11530492681206e-10,1.13049247898938e-09,"up"
"ENSG00000155975.10",1849.54985774362,0.0411675820646208,0.0597277405383121,0.689253966307566,0.490663461297443,0.577091722551979,"no_change"
"ENSG00000155980.13",162.935306516272,-0.332958892712672,0.177476761369583,-1.8760703663017,0.0606456182002255,0.0907879200576844,"no_change"
"ENSG00000156006.5",47.9657005759375,1.56812655079235,0.210422085412354,7.45229070284786,9.17333157162757e-14,4.16626312872699e-13,"up"
"ENSG00000156009.10",10.5973939433318,0.762998482159918,0.20020363680619,3.81111199742364,0.000138343066943657,0.000304433207729276,"up"
"ENSG00000156011.17",4077.83001395999,1.02747755348219,0.149157871938999,6.88852381792093,5.63742965205102e-12,2.30194339249461e-11,"up"
"ENSG00000156017.13",1337.49737688085,0.245853493286612,0.0521251378148735,4.71660130971319,2.39816977809163e-06,6.34976886941505e-06,"up"
"ENSG00000156026.14",1513.08030466224,0.159691029501725,0.0540675585167372,2.95354615378631,0.00314145629173334,0.00581325585308428,"up"
"ENSG00000156030.13",3779.24943628976,-0.159755361676947,0.0624561325452783,-2.55788111057197,0.0105312090056012,0.0180710368158852,"down"
"ENSG00000156042.18",256.678975004788,-0.396840161720129,0.12231130105238,-3.2445093650846,0.00117653148537876,0.00231220732532371,"down"
"ENSG00000156049.7",376.92856772303,0.575083323114558,0.140274381453089,4.09970314719856,4.13680412334941e-05,9.63934942172898e-05,"up"
"ENSG00000156050.10",690.284525948539,-0.219506079335134,0.088759997655939,-2.47302935029367,0.0133973139681745,0.0226086771601809,"down"
"ENSG00000156052.11",6327.02979598018,-0.486725687673853,0.0648123132853097,-7.50977187824236,5.92304854408002e-14,2.71839191650665e-13,"down"
"ENSG00000156076.10",640.34223642855,-1.64121899724052,0.346585702760546,-4.73539151836979,2.18632625318774e-06,5.81340074930024e-06,"down"
"ENSG00000156096.14",103.06284304301,1.67107257750565,0.362676697352165,4.60760944859662,4.07324811637494e-06,1.05650161459453e-05,"up"
"ENSG00000156097.12",10.3794074960334,-0.147489376341749,0.105524134578274,-1.39768382779151,0.162208032782266,0.221348795330712,"no_change"
"ENSG00000156103.16",957.781442783826,0.208914800858886,0.140841148033957,1.48333639547241,0.13798505711347,0.191507649214593,"no_change"
"ENSG00000156110.15",2077.27187539757,0.0949576496991036,0.0551136574118338,1.72294226437447,0.084898966328669,0.123360811594989,"no_change"
"ENSG00000156113.24",2441.39942413417,-0.353244826705491,0.139588755651231,-2.53061090098181,0.0113864082871287,0.0194206043594914,"down"
"ENSG00000156127.8",786.785760857588,1.25772582220782,0.119615014366962,10.5147821856986,7.38512539822986e-26,6.14219739069853e-25,"up"
"ENSG00000156136.10",1518.39889426468,0.630048435198589,0.0613628840514352,10.267581860567,9.8646267005946e-25,7.81539943738923e-24,"up"
"ENSG00000156140.10",186.218037485808,-1.19532431384399,0.137823267137576,-8.67287750950511,4.21335120174237e-18,2.41437152405225e-17,"down"
"ENSG00000156150.9",5.21122042538272,1.67221212041996,0.311368489415958,5.37052456257397,7.85079387884247e-08,2.36603868972356e-07,"up"
"ENSG00000156162.16",2317.19053698426,0.0990785683426819,0.0703056872541941,1.40925396240645,0.158760086537316,0.217155037257222,"no_change"
"ENSG00000156170.13",1792.9958936601,1.23381741116934,0.0793311122027157,15.5527557462771,1.52404489594219e-54,3.72548828407439e-53,"up"
"ENSG00000156171.15",3245.92571861567,-0.2440034363917,0.0547666176821503,-4.45533149057745,8.37636666892417e-06,2.10293331105277e-05,"down"
"ENSG00000156172.6",378.496907389736,0.264915335969028,0.0735739557785039,3.60066729001988,0.000317401528363192,0.00066947201253553,"up"
"ENSG00000156194.18",3.16012320671816,-0.293112588874136,0.185546129266676,-1.57972893335253,0.114168956634602,0.161420293233931,"no_change"
"ENSG00000156206.14",14.6287911339057,0.326511906984733,0.131067553457258,2.49117266914736,0.0127322226288686,0.0215586099505455,"up"
"ENSG00000156218.13",540.487568178689,-0.916929626736166,0.124690881322309,-7.35362214953012,1.92906555290802e-13,8.60253884678035e-13,"down"
"ENSG00000156219.17",229.96986231369,2.80482183212583,0.297824667752777,9.4176948245741,4.61099615921035e-21,3.06273696720507e-20,"up"
"ENSG00000156222.12",31.7427942153307,0.381728363422388,0.211817041457928,1.80216077419912,0.0715201142061777,0.105603342006251,"no_change"
"ENSG00000156232.7",1038.78515788561,-0.422427743277475,0.042619846538959,-9.91152661451589,3.70934410093218e-23,2.73218017472941e-22,"down"
"ENSG00000156234.7",2246.00027102711,2.54935904361845,0.24821949971389,10.2705832803505,9.5624740975969e-25,7.57994938640017e-24,"up"
"ENSG00000156239.12",923.67761544683,0.119750384027423,0.0611191162699257,1.95929508369459,0.0500782391828011,0.0763361360029481,"no_change"
"ENSG00000156253.7",1319.91070344756,-0.0566901279457525,0.0532047185303831,-1.06550940427171,0.286645472174404,0.365603335752433,"no_change"
"ENSG00000156256.15",3184.96653017563,-0.141669188172827,0.0438047206473508,-3.2341077874536,0.00122023393626233,0.00239244650444377,"down"
"ENSG00000156261.13",10534.8725001076,0.600179249940665,0.0524749960851707,11.4374329626729,2.71809142838124e-30,2.75083589850652e-29,"up"
"ENSG00000156265.16",261.093479462371,-0.0221925589405102,0.0711417239848818,-0.311948568258288,0.755079610734879,0.808875057966693,"no_change"
"ENSG00000156269.5",3.41927688669918,0.566297023086853,0.485214168698764,1.16710735097768,0.243167019610338,0.316739743751332,"no_change"
"ENSG00000156273.16",2435.8108948876,-0.200318183515471,0.0731374757463699,-2.73892667843973,0.00616401186230318,0.0109421248106216,"down"
"ENSG00000156282.5",0.177785394129786,-0.256164078585124,0.77284902418515,-0.331454230475621,0.74030140760797,NA,"no_change"
"ENSG00000156284.6",816.487646030122,-2.0839954074462,0.202021468501204,-10.3157125968213,5.98357645619774e-25,4.78854791258751e-24,"down"
"ENSG00000156298.13",629.300295585801,-2.4374739795458,0.125080349429913,-19.4872655109714,1.40807079530448e-84,8.48270017934417e-83,"down"
"ENSG00000156299.13",1550.65317653182,0.676135004748207,0.0966261123458224,6.99743566550972,2.60689699755894e-12,1.08892235227841e-11,"up"
"ENSG00000156304.15",2807.77176500261,0.175538207791669,0.0416887444532278,4.2106858840187,2.54596539518167e-05,6.06046717367125e-05,"up"
"ENSG00000156313.15",584.686661304353,-0.574123609136423,0.0586636395194729,-9.78670286806613,1.28415172247104e-22,9.18526583554706e-22,"down"
"ENSG00000156345.18",639.195263879715,0.47713680295017,0.0602974968121915,7.91304495502204,2.51168608592533e-15,1.25351588668074e-14,"up"
"ENSG00000156374.16",488.882455039366,-0.141459556669461,0.052041750906041,-2.71819364657541,0.00656394094859748,0.01160885492628,"down"
"ENSG00000156381.9",1107.99880791918,0.302752818137634,0.0818801358497577,3.69751240634428,0.000217722581871292,0.000468551276661674,"up"
"ENSG00000156384.14",366.193811771445,-0.0821987559271071,0.0469269834985112,-1.75163093382542,0.0798372898876727,0.116683701519683,"no_change"
"ENSG00000156395.13",16.0206661665559,2.26010317492269,0.282261324058797,8.00713020977645,1.17416152983346e-15,5.96592893612529e-15,"up"
"ENSG00000156398.13",1935.78877618773,1.13379374859633,0.0990616094799732,11.4453394665019,2.48131266621297e-30,2.51231535653606e-29,"up"
"ENSG00000156411.10",3445.01187592971,0.454917283403884,0.0679700118433112,6.69291163951227,2.18773252343402e-11,8.57212953234289e-11,"up"
"ENSG00000156413.14",143.941665840048,0.367256809388507,0.283806754993987,1.29403829516422,0.195652193420287,0.261438701720401,"no_change"
"ENSG00000156414.19",181.675681769825,0.439561117065793,0.216950571644247,2.02608877097858,0.0427556885916382,0.0660493016454604,"no_change"
"ENSG00000156427.8",78.0451638508802,-0.00628548331155156,0.128278132867335,-0.0489988680927557,0.960920197988934,0.971101010151712,"no_change"
"ENSG00000156453.14",5665.72212317794,0.418739260351776,0.0763503874341791,5.48444185319644,4.14776881879889e-08,1.28029121127693e-07,"up"
"ENSG00000156463.18",419.991198395031,-1.29441007064289,0.143564747986866,-9.01621107405356,1.94707063266192e-19,1.18719708238682e-18,"down"
"ENSG00000156466.10",47.3322348378787,0.184910000928096,0.148768451324546,1.24293826602191,0.213890583280908,0.282576764644402,"no_change"
"ENSG00000156467.10",8484.52011357471,0.144231432296357,0.0699493534220918,2.0619408935209,0.0392133636029734,0.0610280380897426,"no_change"
"ENSG00000156469.9",1480.37561409556,0.869271226519385,0.0722705957137024,12.0280069360847,2.53199331913638e-33,2.90471846947279e-32,"up"
"ENSG00000156471.13",5888.59503312315,0.54720225263345,0.072902497101569,7.50594663267951,6.09862613714531e-14,2.79673074608572e-13,"up"
"ENSG00000156475.18",78.6340137739874,-1.60323478804636,0.12817225948669,-12.5084382101639,6.71311427708062e-36,8.54489677998711e-35,"down"
"ENSG00000156482.11",16083.0013782785,0.238438194880874,0.0745052401848833,3.20028758097007,0.00137290526980825,0.00267300849541464,"up"
"ENSG00000156486.8",17.8837141818578,-0.259580214036638,0.16652435883823,-1.55881227135549,0.119040818919666,0.167591766925019,"no_change"
"ENSG00000156500.15",168.288910979619,-0.182046100139031,0.0647674295477869,-2.81076617383299,0.00494236895888026,0.00889630298719661,"down"
"ENSG00000156502.14",1791.48953983752,0.147747177873545,0.052772407140702,2.799705108763,0.00511493098327228,0.00918885329471558,"up"
"ENSG00000156504.16",2394.1074964087,0.518828619472076,0.0573138606577786,9.05241094418687,1.39845889691483e-19,8.59211494836893e-19,"up"
"ENSG00000156508.19",290441.129661229,-0.60505820036059,0.0550775317363293,-10.9855721795443,4.48388222960258e-28,4.12403671921161e-27,"down"
"ENSG00000156509.14",67.7099516823818,2.42977670185411,0.115575208769408,21.0233382031082,4.01200096717628e-98,3.42066041493791e-96,"up"
"ENSG00000156510.13",10.5033424057521,0.892441975602815,0.194056384474803,4.59887974321552,4.24768875956243e-06,1.09962925396679e-05,"up"
"ENSG00000156515.24",12157.8294092764,0.584304654167721,0.0515910883945245,11.3256896171575,9.7905305344946e-30,9.70218543316814e-29,"up"
"ENSG00000156521.14",1944.99276818624,0.226177817439426,0.0643043950696424,3.51729951264565,0.000435961550274621,0.000903394414090226,"up"
"ENSG00000156531.17",2359.2932127819,0.496099136971785,0.0595264090819225,8.33410152944107,7.80888957495243e-17,4.19340850562042e-16,"up"
"ENSG00000156535.15",3307.66048068916,0.0783706830260098,0.1264036108553,0.620003514897407,0.535255472844787,0.619538395634583,"no_change"
"ENSG00000156564.9",58.2710195962674,2.80805714897201,0.17590537877351,15.9634524455763,2.29667789490575e-57,6.05025301601034e-56,"up"
"ENSG00000156574.10",10.2338169874288,-1.37755877850457,0.134294606167209,-10.2577372079217,1.09236425177034e-24,8.63415407612447e-24,"down"
"ENSG00000156575.2",0.135246131196194,-0.73215443283084,1.07698447440499,-0.679818929827509,0.496619119029984,NA,"no_change"
"ENSG00000156587.16",6852.43115758706,1.08057213565105,0.0887522305050902,12.1751546919046,4.21594023467896e-34,5.0110805722943e-33,"up"
"ENSG00000156599.11",8203.39762760119,0.340625894042111,0.04465815674873,7.62740602928708,2.39524282312872e-14,1.12732517122686e-13,"up"
"ENSG00000156603.19",873.479284363929,0.568801280211539,0.0572974749535968,9.9271613744269,3.1715576517602e-23,2.34549777234438e-22,"up"
"ENSG00000156639.12",5624.91907585807,0.262681983673452,0.0372014294627576,7.06107231541797,1.65222576390387e-12,6.98883560609192e-12,"up"
