	DGRP-551_1d_WholeBrain_Unstranded_RNA-seq	DGRP-551_1d_WholeBrain_Stranded_RNA-seq	w1118_1d_WholeBrain_Unstranded_RNA-seq	w1118_1d_WholeBrain_Stranded_RNA-seq	DGRP-551_1d_WholeBrainNuclei_Unstranded_Rep1_RNA-seq	DGRP-551_1d_WholeBrainNuclei_Unstranded_Rep2_RNA-seq
CG31206	1.104505882154067	0.0	0.0	0.0	0.0	0.0
Rh3	41.97122352185455	58.50959817954158	295.5604097325239	234.72445168240307	131.4349663960055	29.907701711942863
Sirt2	270.6039411277464	246.75787058328402	212.72819299219873	243.81055948946386	285.1290803268184	315.8790967328797
Ir92a	0.368168627384689	0.0	3.7651007609238714	0.0	0.0	1.0081247768070627
MtnC	0.0	0.0	0.0	0.0	0.0	2.0162495536141254
eIF3g2	0.0	0.0	0.0	0.0	0.0	0.0
Or92a	0.0	0.0	1.8825503804619357	0.0	2.1199188128387982	1.0081247768070627
MFS9	414.92604306254447	529.1302791888977	527.114106529342	634.5131951930767	200.33232781326646	466.425730069401
MtnB	0.736337254769378	0.0	1.8825503804619357	3.0287026023535883	0.0	1.0081247768070627
Dic2	0.736337254769378	0.0	0.0	0.0	0.0	0.0
CG4335	0.368168627384689	0.0	3.7651007609238714	1.5143513011767942	4.2398376256775965	1.3441663690760837
CG4360	276.8628077932861	195.8799591228131	267.3221540255949	207.4661282612208	272.4095674497856	278.91452158328735
CG4362	0.0	0.0	0.0	3.0287026023535883	1.0599594064193991	2.6883327381521673
CG4367	0.368168627384689	0.0	0.0	0.0	1.0599594064193991	2.3522911458831466
MtnD	1.840843136923445	2.543895573023547	0.0	3.0287026023535883	6.359756438516396	9.073122991263565
CG5180	127.38634507510238	124.65088307815378	109.18792206679227	93.88978067296124	130.3750069895861	144.16184308341
CG5191	521.3267763767196	457.9012031442384	713.4865941950736	589.0826561577729	525.739865584022	546.067587437159
CG5412	84.67878429847846	117.01919635908315	52.7114106529342	72.68886245648612	59.357726759486354	59.815403423885726
Srp14	35.34418822893014	40.70232916837675	26.3557053264671	46.94489033648062	16.959350502710386	32.59603445009503
Srp72	179.66629016372823	157.7215255274599	207.08054185081292	142.34902231061864	135.6748040216831	122.65518117819263
bon	944.3525292417272	732.6419250307814	879.151027675724	711.7451115530932	436.7032754447925	91.73935468944272
CG5466	782.3583331924641	595.2715640875099	681.4832377272207	611.7979256754248	499.240880423537	460.37698140855866
H	218.69216466650525	188.24827240374245	207.08054185081292	165.06429182827057	205.63212484536345	152.22684129786649
Lrrk	1066.2163449060592	976.855900041042	975.1610970792827	975.2422379578554	538.4593784610548	243.9661959873092
Cpr92F	1.840843136923445	2.543895573023547	15.060403043695485	9.086107807060765	1.0599594064193991	1.3441663690760837
CG31205	9.572384312001914	20.351164584188375	5.647651141385807	18.17221561412153	1.0599594064193991	30.243743304211883
Cdk2	65.53401567447465	63.597389325588665	60.24161217478194	72.68886245648612	124.01525055106971	115.5983077405432
CG31200	191.07951761265358	178.07269011164826	176.95973576342195	199.89437175533683	49.81809210171176	20.162495536141257
CG31199	252.56367838589665	249.30176615630756	203.31544108988905	224.12399257416553	61.47764557232515	4.704582291766293
CG17267	2.209011764308134	5.087791146047094	3.7651007609238714	10.600459108237558	4.2398376256775965	5.040623884035314
Oamb	1160.099344889155	992.1192734791832	1086.231569526537	949.4982658378499	1299.5102322701835	1719.8608692328492
CG4000	86.51962743540192	119.5630919321067	128.01342587141164	163.54994052709375	1.0599594064193991	1.0081247768070627
Nep4	1643.5047526452515	1345.7207581294563	2522.6175098189938	2098.890903431037	396.4248180008553	1191.267444593679
GluRIID	3.3135176464622007	5.087791146047094	5.647651141385807	15.143513011767942	5.299797032096996	3.3604159226902093
GluRIIE	2.945349019077512	10.175582292094187	5.647651141385807	6.057405204707177	19.079269315549187	48.38998928673902
Pi3K92E	508.4408744182555	531.6741747619212	515.8188042465704	496.70722678598844	397.4847774072747	357.54825417423825
CG15923	6.627035292924401	2.543895573023547	13.17785266323355	16.657864312944735	13.77947228345219	0.6720831845380418
tRNA:Leu-TAA-1-1	0.736337254769378	0.0	0.0	0.0	0.0	0.0
CG4159	60.011486263704306	45.79012031442384	48.946309892010326	49.97359293883421	73.13719904293855	97.45206175801607
Sep2	460.21078423086124	440.09393413307356	508.28860272472264	424.01836432950233	348.7266447119823	402.24178594601807
CG16953	1183.2939684143903	1009.9265424903481	1024.1074069712931	1106.9908011602365	1464.8638996716097	983.2576989791553
EloB	450.2702312914746	315.4430510549198	363.3322234291536	258.9540725012318	240.61078525720362	260.0961924162222
TFAM	135.85422350495023	147.5459432353657	163.78188310018842	159.0068866235634	103.87602182910112	138.1130944225676
CG10877	6.627035292924401	10.175582292094187	13.17785266323355	7.571756505883971	16.959350502710386	3.0243743304211885
CG15922	15.09491372277225	38.1584335953532	20.708054185081295	37.858782529419855	8.479675251355193	25.20311942017657
Syp	2433.5946270127943	2938.1993868421964	2341.892673294648	2937.8415242829806	5043.286855743501	3389.651541217614
RpS20	737.441760651532	834.3977479517233	658.8926331616775	746.5751914801594	608.4166992847352	542.7071715144688
CG31223	41.234886267085166	81.4046583367535	45.181209131086455	37.858782529419855	31.798782192581978	26.211244196983632
Synd	906.0629919937196	707.202969300546	992.1040505034401	814.7210000331153	854.3272815740357	907.6483407186255
CG15695	3.68168627384689	7.631686719070641	20.708054185081295	19.68656691529832	3.179878219258198	0.3360415922690209
CG15696	0.0	0.0	0.0	1.5143513011767942	0.0	0.3360415922690209
RpS30	2357.015552516779	2828.811877202184	2087.748371932287	2171.5797658875226	1716.0742789930073	1311.9063762182577
TotA	90.56948233663348	185.7043768307189	1.8825503804619357	6.057405204707177	65.71748319800275	133.74455372307034
TotC	68.47936469355216	129.73867422420088	1.8825503804619357	4.5430539035303825	12.719512877032791	3.0243743304211885
TotB	0.368168627384689	0.0	1.8825503804619357	0.0	1.0599594064193991	7.392915029918461
TotZ	0.0	0.0	0.0	0.0	0.0	0.0
tRNA:Thr-CGT-1-1	0.0	0.0	1.8825503804619357	0.0	0.0	0.3360415922690209
tRNA:Thr-CGT-1-2	0.0	0.0	0.0	0.0	0.0	0.3360415922690209
tRNA:Thr-CGT-1-3	0.736337254769378	0.0	0.0	0.0	1.0599594064193991	0.0
CG5621	260.2952195609751	287.46019975166075	88.47986788171097	81.77497026354688	540.5792972738936	327.64055246229543
hdly	74.00189410432249	68.68518047163576	186.37248766573163	187.77956134592247	61.47764557232515	115.93434933281222
CG31191	493.34596069548326	376.4965448074849	378.3926264728491	369.50171748713774	514.0803121134086	562.197583866072
TotX	2.209011764308134	7.631686719070641	5.647651141385807	1.5143513011767942	10.599594064193992	0.6720831845380418
Ktl	3562.031469946866	3871.8090621418382	3160.80208879559	3623.8426637160683	1853.8690018275292	3191.3870017788918
CG3822	946.9297096334201	887.8195549852178	1089.9966702874608	1119.1056115696508	1748.9330205920087	1227.8959781510025
AdSS	650.9221332161301	562.2009216382038	638.1845789765962	595.1400613624801	582.9776735306696	723.161506562933
CG17272	92.77849410094163	155.17762995443636	129.89597625187358	216.55223606828156	90.09654954564894	236.57328095739075
CG17271	124.07282742864018	99.21192734791832	178.84228614388388	143.86337361179545	191.85265256191127	188.18329167065173
CG17270	230.4735607428153	241.67007943723695	220.25839451404647	248.35361339299422	482.28152992082664	738.619419807308
Fancd2	16.199419604926316	22.89506015721192	11.295302282771614	30.287026023535883	90.09654954564894	45.02957336404881
Takl1	1.104505882154067	2.543895573023547	0.0	1.5143513011767942	2.1199188128387982	3.0243743304211885
CG31195	153.5263176194153	127.19477865117733	184.4899372852697	195.35131785180644	177.01322087203968	71.24081756103244
Calx	2417.027038780483	2475.210392551911	1873.1376285596261	1912.625693386291	3721.517475938511	3496.848809151432
CG5697	0.736337254769378	0.0	1.8825503804619357	3.0287026023535883	2.1199188128387982	49.7341556558151
Rlip	1157.5221644974622	1210.8942927592082	1125.7651275162375	1128.1917193767115	1267.7114500776015	1128.7637084316414
CG12278	0.368168627384689	0.0	0.0	0.0	3.179878219258198	0.6720831845380418
dmrt93B	0.736337254769378	0.0	5.647651141385807	0.0	2.1199188128387982	4.032499107228251
CG5745	76.21090586863062	66.14128489861221	65.88926331616776	78.74626766119329	76.31707726219675	63.175819346575935
rtet	34.97601960154545	33.070642449306106	18.82550380461936	37.858782529419855	45.57825447603417	38.98082470320643
Rab11	1094.1971605872957	1132.0335299954784	1069.2886161023796	1225.1102026520264	629.6158874131231	1118.3464190713016
ppan	45.28474116831674	45.79012031442384	39.533557989700654	34.830079927066265	45.57825447603417	53.76665476304335
CG5793	65.90218430185932	94.12413620187122	143.07382891510713	190.80826394827605	64.65752379158336	118.62268207096439
Ice2	74.73823135909187	76.3168671907064	79.06711597940131	72.68886245648612	91.15650895206834	46.373739733124886
Usp8	333.5607764105282	279.82851303259014	380.275176853311	340.7290427647787	309.50814667446457	256.06369330899395
CG5810	0.0	0.0	1.8825503804619357	3.0287026023535883	3.179878219258198	1.6802079613451046
cDIP	5.522529410770335	10.175582292094187	3.7651007609238714	15.143513011767942	8.479675251355193	2.3522911458831466
CG7009	61.48416077324306	66.14128489861221	80.94966635986324	69.66015985413253	44.518295069614766	65.8641520847281
Obp93a	0.0	0.0	0.0	0.0	1.0599594064193991	2.0162495536141254
Bdbt	65.16584704708995	71.22907604465931	75.30201521847744	72.68886245648612	39.21849803751777	60.487486608423765
CG7044	131.80436860371864	127.19477865117733	154.36913119787874	154.463832720033	128.2550881767473	58.47123705480964
RhoGAP93B	2449.7940466177206	1958.799591228131	2710.8725478651877	2126.149226852219	1663.0763086720374	1554.5284058364907
HHEX	2.209011764308134	2.543895573023547	0.0	1.5143513011767942	5.299797032096996	33.26811763463307
r-l	54.48895685293397	68.68518047163576	99.77517016448259	86.31802416707727	54.05792972738936	85.01852284406229
Cortactin	270.6039411277464	269.65293074049595	257.9094021232852	258.9540725012318	223.65143475449324	164.32433861955124
CG17279	4.049854901231579	2.543895573023547	7.530201521847743	10.600459108237558	4.2398376256775965	9.409164583532586
CG7079	0.736337254769378	5.087791146047094	0.0	4.5430539035303825	0.0	15.121871652105941
CG31207	0.736337254769378	7.631686719070641	7.530201521847743	9.086107807060765	0.0	1.3441663690760837
CG31189	1.104505882154067	0.0	3.7651007609238714	3.0287026023535883	0.0	1.6802079613451046
Dhc93AB	9.572384312001914	7.631686719070641	5.647651141385807	16.657864312944735	11.65955347061339	8.064998214456502
CG17278	61.11599214585837	71.22907604465931	103.54027092540646	87.83237546825406	41.338416850356566	120.63893162457852
CG10827	3.3135176464622007	0.0	3.7651007609238714	6.057405204707177	1.0599594064193991	0.3360415922690209
CG5862	120.759309782178	114.4753007860596	158.13423195880262	171.12169703297772	119.77541292539212	162.3080890659371
Oga	64.06134116493588	27.982851303259014	50.82886027247226	60.57405204707177	32.85874159900138	5.712707068573356
CG5892	2.577180391692823	2.543895573023547	5.647651141385807	0.0	6.359756438516396	5.376665476304335
ETHR	102.35087841294354	53.42180703349448	52.7114106529342	54.51664684236459	121.89533173823091	84.34643965952425
CG5919	106.03256468679042	106.84361406698896	111.0704724472542	104.4902397811988	84.79675251355194	103.50081041885845
CG17298	1.472674509538756	0.0	1.8825503804619357	6.057405204707177	0.0	21.17062031294832
Hsromega	1353.7560428935014	1457.6521633424923	689.0134392490685	670.8576264213198	2268.3131297375144	7004.450949255473
mod(mdg4)	1697.9937094981856	1391.51087844388	1507.9228547500106	1443.1767900214847	1409.7460105378009	1353.9115752518853
tin	0.0	5.087791146047094	0.0	0.0	5.299797032096996	4.704582291766293
bap	6.627035292924401	5.087791146047094	7.530201521847743	10.600459108237558	4.2398376256775965	2.0162495536141254
CG7907	0.0	0.0	0.0	0.0	1.0599594064193991	0.3360415922690209
lbe	0.0	0.0	0.0	0.0	0.0	0.6720831845380418
lbl	4.418023528616268	2.543895573023547	5.647651141385807	4.5430539035303825	12.719512877032791	2.6883327381521673
CG16791	5402.1382696155415	4746.909139261938	5896.147791606782	5371.404065274089	7597.789025214253	8259.566296380266
CG3301	12.517733331079425	15.263373438141281	28.238255706929035	25.7439721200055	7.419715844935794	32.59603445009503
CG3308	1685.8441447944908	1483.0911190727277	1061.7584145805317	1016.1297230896288	2238.634266357771	351.4995055133959
AP-2sigma	384.3680469896153	569.8326083572745	538.4094088121136	620.8840334824856	279.8292832947214	1013.5014422833672
e	2201.64839176044	2154.6795503509443	2040.6846124207384	1883.8530186639318	916.8648865527804	2488.051949159831
CG3337	49.334596069548326	71.22907604465931	43.29865875062452	74.20321375766291	45.57825447603417	64.85602730792104
Smyd5	47.86192156000957	48.334015887447386	39.533557989700654	51.487944240011	54.05792972738936	73.9291502991846
Fancm	118.55029801786985	142.45815208931862	92.24496864263484	122.66245539532032	113.41565648687572	39.65290788774447
C15	32.03067058246794	20.351164584188375	16.942953424157423	28.77267472235909	29.678863379743177	29.907701711942863
CG7956	1165.2537056725407	1213.4381883322317	1052.345662678222	1031.2732361013968	894.605739017973	1122.3789181785298
CG15497	1.104505882154067	0.0	0.0	0.0	1.0599594064193991	1.6802079613451046
CG31176	12.517733331079425	2.543895573023547	13.17785266323355	7.571756505883971	5.299797032096996	13.441663690760837
Archease	27.612647053851674	81.4046583367535	28.238255706929035	74.20321375766291	34.978660411840174	61.15956979296181
E2f1	712.7744626167579	630.8861021098396	598.6510209868956	502.76463199069565	498.1809210171176	456.3444823013304
CG15498	0.368168627384689	0.0	0.0	0.0	0.0	1.6802079613451046
slou	100.51003527602009	94.12413620187122	75.30201521847744	78.74626766119329	72.07723963651915	54.774779539850414
CG5849	1.472674509538756	0.0	1.8825503804619357	3.0287026023535883	3.179878219258198	2.6883327381521673
CG31343	0.0	0.0	0.0	0.0	0.0	0.6720831845380418
CG31233	0.0	0.0	0.0	0.0	0.0	2.3522911458831466
CG31198	0.368168627384689	0.0	0.0	0.0	0.0	2.0162495536141254
Burs	0.0	0.0	0.0	0.0	0.0	7.728956622187481
CG6800	13.254070585848803	10.175582292094187	15.060403043695485	12.114810409414353	10.599594064193992	8.737081398994544
Gr93a	2.209011764308134	2.543895573023547	0.0	0.0	9.539634657774593	3.6964575149592305
CG31431	9.572384312001914	17.807269011164827	20.708054185081295	39.37313383059664	29.678863379743177	51.414363617160205
CG31178	2.945349019077512	5.087791146047094	7.530201521847743	13.629161710591147	2.1199188128387982	0.3360415922690209
CG6656	39.76221175754641	53.42180703349448	193.90268918757937	227.1526951765191	68.89736141726095	46.70978132539391
P5CDh2	2.577180391692823	0.0	5.647651141385807	6.057405204707177	4.2398376256775965	4.704582291766293
CG31465	0.0	0.0	0.0	0.0	0.0	0.0
CG6678	47.49375293262488	53.42180703349448	9.41275190230968	16.657864312944735	69.95732082368035	35.284367188247195
CG6690	1.104505882154067	2.543895573023547	0.0	0.0	0.0	3.3604159226902093
CG17843	0.736337254769378	0.0	7.530201521847743	3.0287026023535883	1.0599594064193991	1.3441663690760837
dnd	4.049854901231579	0.0	16.942953424157423	24.229620818828707	3.179878219258198	26.547285789252655
CG17819	0.0	0.0	0.0	0.0	0.0	0.3360415922690209
fit	9.572384312001914	12.719477865117733	13.17785266323355	16.657864312944735	1.0599594064193991	2.0162495536141254
CG31174	5.522529410770335	7.631686719070641	7.530201521847743	13.629161710591147	9.539634657774593	14.11374687529888
CG6569	4.049854901231579	7.631686719070641	7.530201521847743	6.057405204707177	15.899391096290989	24.86707782790755
glec	627.35934106351	597.8154596605335	508.28860272472264	507.30768589422604	747.2713815256765	894.5427186201338
Gr93d	0.0	0.0	0.0	0.0	0.0	0.6720831845380418
Gr93c	0.368168627384689	0.0	0.0	0.0	1.0599594064193991	7.392915029918461
Gr93b	0.0	0.0	0.0	0.0	3.179878219258198	32.59603445009503
CASK	8769.040367048523	6135.876122132795	8588.194835667351	6074.0630690201215	5023.147627021533	3973.6918285811726
tsl	15.463082350156938	20.351164584188375	13.17785266323355	31.801377324712675	19.079269315549187	73.25706711464656
RpI12	4.418023528616268	10.175582292094187	1.8825503804619357	12.114810409414353	11.65955347061339	19.826453943872234
GABA-B-R2	3879.392826752468	3457.154083739	4098.312178265634	3590.526935090179	5294.4972350648995	4541.602119515818
CG6332	1.104505882154067	0.0	0.0	3.0287026023535883	4.2398376256775965	32.259992857826006
mRpL35	72.16105096739904	81.4046583367535	75.30201521847744	69.66015985413253	63.597564385163956	122.31913958592362
ND-42	1208.697603703934	1165.1041724447844	1511.6879555109344	1468.9207621414903	890.3659013922953	1651.3083844099688
Fadd	25.771803916928228	22.89506015721192	22.590604565543227	19.68656691529832	24.379066347646184	5.712707068573356
CG13408	113.02776860709952	150.08983880838926	156.25168157834068	162.03558922591697	156.87399215007108	208.34578720679298
CG5791	13.622239213233492	38.1584335953532	28.238255706929035	36.34443122824306	22.259147534807383	79.64185736775796
CG13407	2.577180391692823	2.543895573023547	0.0	1.5143513011767942	0.0	0.3360415922690209
CG5778	13.99040784061818	50.87791146047093	43.29865875062452	162.03558922591697	22.259147534807383	14.4497884675679
CG6015	0.0	0.0	0.0	0.0	0.0	0.0
CG13409	577.656576366577	625.7983109637925	493.22819968102715	477.02065987069017	806.6291082851628	902.2716752423212
Cchl	980.4330547254268	824.2221656596291	833.9698185446375	698.1159498425021	426.10368138059846	876.0604310453376
CG6028	91.30581959140287	119.5630919321067	133.66107701279745	175.6647509365081	52.99797032096996	86.6987308054074
Mitofilin	1290.431038983335	1165.1041724447844	1509.8054051304725	1382.602737974413	1391.726700628671	1337.1094956384343
Idh3b	1320.9890350562641	1394.0547740169036	1419.4429868682996	1391.6888457814737	897.7856172372311	1103.2245474191957
Ir94a	0.0	0.0	0.0	0.0	0.0	0.0
SKIP	804.4484508355455	658.8689534130986	766.1980048480078	663.2858699154358	927.4644806169744	491.96489108184664
Gld2	1.104505882154067	0.0	1.8825503804619357	0.0	59.357726759486354	198.9366226232604
CG7084	717.5606547727589	730.0980294577579	1091.8792206679227	1129.7060706778884	772.7104072797421	528.2573830469009
CG7080	0.368168627384689	0.0	0.0	0.0	0.0	0.6720831845380418
CG13862	0.0	0.0	0.0	0.0	0.0	0.0
rdhB	69.21570194832152	91.58024062884768	107.30537168633033	131.7485632023811	22.259147534807383	33.94020081917112
Sar1	534.5808469625684	643.6055799749573	468.755044735022	616.3409795789552	545.8790943059906	711.7360924257863
CG7071	0.0	0.0	0.0	0.0	0.0	0.0
CG7069	8.836047057232536	10.175582292094187	15.060403043695485	16.657864312944735	9.539634657774593	18.818329167065173
CG18596	107.1370705689445	152.6337343814128	69.65436407709163	90.86107807060765	119.77541292539212	55.44686272438845
CG7059	68.84753332093685	104.29971849396541	58.359061794320006	71.17451115530932	104.93598123552053	168.02079613451048
tRNA:Ser-GCT-2-3	0.0	0.0	0.0	0.0	0.0	0.0
tRNA:Ser-GCT-2-5	0.0	0.0	0.0	0.0	0.0	0.0
CG13856	1.104505882154067	7.631686719070641	3.7651007609238714	15.143513011767942	4.2398376256775965	16.129996428913003
CG13855	11.04505882154067	7.631686719070641	7.530201521847743	7.571756505883971	14.839431689871589	2.6883327381521673
mats	79.15625488770813	114.4753007860596	58.359061794320006	83.28932156472368	122.9552911446503	149.2024669674453
Nop56	92.04215684617225	134.82646537024797	101.65772054494452	83.28932156472368	163.23374858858747	82.33019010591013
CG13850	231.94623525235406	267.1090351674724	218.37584413358454	254.4110185977014	248.03050110213943	239.59765528781193
tRNA:Ser-GCT-1-1	0.0	0.0	0.0	0.0	0.0	0.0
tRNA:Ser-GCT-2-4	0.0	0.0	0.0	0.0	0.0	0.0
CG13857	2.209011764308134	2.543895573023547	1.8825503804619357	0.0	0.0	0.6720831845380418
CG5379	22.09011764308134	27.982851303259014	22.590604565543227	12.114810409414353	38.158538631098374	182.8066261943474
CG5380	38.289537248007655	48.334015887447386	33.885906848314846	25.7439721200055	54.05792972738936	56.1189459089265
PSR	99.03736076648134	55.96570260651803	94.12751902309678	72.68886245648612	67.83740201084154	47.38186450993195
CG5386	0.0	0.0	0.0	1.5143513011767942	0.0	0.0
CG5388	0.0	0.0	0.0	0.0	0.0	0.0
CG5391	0.0	2.543895573023547	1.8825503804619357	0.0	1.0599594064193991	0.0
Ir94c	0.0	0.0	0.0	0.0	0.0	0.0
Ir94b	0.0	0.0	0.0	0.0	0.0	0.0
CG7054	13.622239213233492	22.89506015721192	15.060403043695485	25.7439721200055	16.959350502710386	10.75333095260867
Pebp1	0.368168627384689	0.0	1.8825503804619357	3.0287026023535883	3.179878219258198	1.0081247768070627
Nrx-1	11134.155629367764	8957.056312615909	9857.033792098695	8032.119301441716	12210.73236195148	13025.64419953179
Pfdn5	89.09680782709474	111.93140521303606	94.12751902309678	107.51894238355239	55.11788913380876	107.5333095260867
tHMG1	0.0	0.0	0.0	0.0	0.0	0.3360415922690209
tHMG2	0.0	0.0	0.0	0.0	0.0	0.0
CG33110	5.522529410770335	5.087791146047094	11.295302282771614	24.229620818828707	11.65955347061339	11.761455729415733
CSN6	118.18212939048516	94.12413620187122	165.66443348065036	107.51894238355239	120.83537233181151	122.65518117819263
CG6937	46.021078423086124	50.87791146047093	22.590604565543227	37.858782529419855	33.91870100542077	31.251868081018948
Efa6	3212.639442558796	2686.3537251128655	2776.7618111813554	2362.388029835799	1817.8303820092697	1682.8962940832569
CG13843	25.771803916928228	30.526746876282562	11.295302282771614	18.17221561412153	42.39837625677597	14.4497884675679
mRRF2	89.46497645447943	111.93140521303606	64.00671293570582	51.487944240011	117.65549411255331	58.47123705480964
CG31161	22.45828627046603	12.719477865117733	30.12080608739097	15.143513011767942	42.39837625677597	28.22749375059776
loco	277.9673136754402	236.58228829118985	400.9832310383923	361.92996098125377	168.53354562068446	353.85179665927905
CG31156	171.93474898864974	203.51164584188373	97.89261978402065	102.975888480022	237.43090703794542	127.02372187768991
btn	0.0	0.0	0.0	1.5143513011767942	0.0	1.6802079613451046
CG33107	108.60974507848326	132.28256979722443	114.83557320817808	112.06199628708276	93.27642776490713	173.7335032030838
Dph5	79.89259214247751	89.03634505582413	73.4194648380155	86.31802416707727	101.75610301626233	460.37698140855866
sit	0.0	0.0	1.8825503804619357	3.0287026023535883	1.0599594064193991	0.0
AdipoR	951.7159017894211	1116.770156557337	1088.114119906999	1278.1124981932142	1413.9858481634785	1615.3519340371836
CG5326	3.68168627384689	2.543895573023547	24.473154946005163	21.200918216475117	4.2398376256775965	19.826453943872234
CG33099	0.736337254769378	0.0	3.7651007609238714	1.5143513011767942	0.0	2.3522911458831466
CG5346	40.49854901231579	58.50959817954158	30.12080608739097	40.88748513177344	79.49695548145495	230.52453229654836
CCT1	179.29812153634353	190.792167976766	180.72483652434582	181.7221561412153	184.43293671697546	64.51998571565201
CG5376	0.368168627384689	0.0	1.8825503804619357	1.5143513011767942	0.0	1.3441663690760837
CG5377	41.234886267085166	50.87791146047093	60.24161217478194	87.83237546825406	30.738822786162576	15.121871652105941
Rpn7	216.11498427481243	188.24827240374245	248.4966502209755	248.35361339299422	182.31301790413667	299.74910030396666
CG12499	75.84273724124593	91.58024062884768	71.53691445755356	68.14580855295573	72.07723963651915	37.300616741861326
CG13847	0.368168627384689	0.0	3.7651007609238714	0.0	0.0	0.3360415922690209
pinta	9.572384312001914	15.263373438141281	41.41610837016259	36.34443122824306	16.959350502710386	10.75333095260867
CG17625	0.0	0.0	0.0	3.0287026023535883	0.0	1.0081247768070627
Nup133	51.543607833856456	43.2462247414003	64.00671293570582	71.17451115530932	68.89736141726095	45.02957336404881
Cyp6d4	21.72194901569665	15.263373438141281	41.41610837016259	56.03099814354138	7.419715844935794	23.522911458831466
CG6972	4.418023528616268	0.0	0.0	4.5430539035303825	0.0	1.6802079613451046
CG6985	9.940552939386603	15.263373438141281	5.647651141385807	4.5430539035303825	16.959350502710386	3.3604159226902093
HP1c	86.51962743540192	104.29971849396541	90.36241826217291	68.14580855295573	60.41768616590576	73.25706711464656
Usp12-46	125.17733331079425	101.75582292094187	118.60067396910195	106.00459108237558	139.9146416473607	212.0422447217522
CG7029	3949.7130345829432	3228.203482166881	3761.3356601629475	3325.5154573842397	2327.670856497001	1894.266455620471
CG7031	1.840843136923445	5.087791146047094	0.0	0.0	1.0599594064193991	0.3360415922690209
CG4704	1.104505882154067	0.0	0.0	0.0	5.299797032096996	15.793954836643984
CG13840	2.209011764308134	0.0	0.0	1.5143513011767942	4.2398376256775965	1.6802079613451046
CG13841	1.104505882154067	5.087791146047094	3.7651007609238714	6.057405204707177	1.0599594064193991	1.6802079613451046
CG4721	270.2357725003617	269.65293074049595	195.7852395680413	275.61193681417654	78.43699607503554	168.6928793190485
CG4723	11.04505882154067	5.087791146047094	5.647651141385807	7.571756505883971	7.419715844935794	8.064998214456502
CG4725	7.36337254769378	2.543895573023547	3.7651007609238714	4.5430539035303825	3.179878219258198	3.6964575149592305
CG31139	0.0	0.0	0.0	0.0	0.0	0.6720831845380418
Dcr-1	121.12747840956267	127.19477865117733	154.36913119787874	116.60505019061314	112.35569708045632	37.300616741861326
Takl2	1.104505882154067	0.0	0.0	3.0287026023535883	1.0599594064193991	2.0162495536141254
CG4813	50.43910195170239	45.79012031442384	54.593961033396134	30.287026023535883	42.39837625677597	48.05394769446999
Irp-1A	356.38723130837894	379.04044038050847	402.8657814188542	393.73133830596646	322.22765955149737	189.5274580397278
wge	1513.1730585510718	1142.2091122875725	1268.8389564313447	990.3857509696234	1399.146416473607	828.0064833508676
CG4907	0.0	0.0	1.8825503804619357	0.0	0.0	0.6720831845380418
CG13842	1.104505882154067	0.0	1.8825503804619357	4.5430539035303825	0.0	0.6720831845380418
CCAP	14.35857646800287	20.351164584188375	9.41275190230968	21.200918216475117	24.379066347646184	174.40558638762187
wfs1	142.48125879787463	160.26542110048345	208.96309223127486	152.9494814188562	210.93192187746044	135.08872009214642
Gclm	178.92995290895885	147.5459432353657	203.31544108988905	169.60734573180093	198.21240900042764	199.2726642155294
klg	2006.8871878739396	1712.041720644847	1927.7315895930221	1756.647509365081	2853.410722081023	3678.9833521612413
CG6660	0.0	0.0	1.8825503804619357	0.0	29.678863379743177	3.6964575149592305
Tpl94D	0.368168627384689	0.0	0.0	0.0	1.0599594064193991	7.728956622187481
Gbp3	8.099709802463158	2.543895573023547	1.8825503804619357	4.5430539035303825	2.1199188128387982	6.384790253111397
Or94a	1.104505882154067	0.0	0.0	0.0	1.0599594064193991	0.3360415922690209
Or94b	0.0	0.0	0.0	0.0	0.0	0.0
CG6688	0.736337254769378	0.0	1.8825503804619357	9.086107807060765	0.0	1.3441663690760837
CG13838	0.368168627384689	0.0	1.8825503804619357	0.0	0.0	1.3441663690760837
CG13837	0.368168627384689	0.0	0.0	0.0	0.0	0.3360415922690209
Gr94a	5.522529410770335	2.543895573023547	13.17785266323355	1.5143513011767942	13.77947228345219	1.6802079613451046
Ublcp1	81.73343527940095	99.21192734791832	92.24496864263484	72.68886245648612	85.85671191997133	91.4033130971737
CG6726	0.0	0.0	0.0	0.0	0.0	0.6720831845380418
CG17110	0.0	0.0	0.0	0.0	0.0	0.0
CG17109	0.736337254769378	0.0	0.0	0.0	3.179878219258198	0.3360415922690209
CG6733	1.840843136923445	0.0	0.0	0.0	0.0	1.3441663690760837
CG6738	0.0	0.0	1.8825503804619357	0.0	1.0599594064193991	0.0
Cow	8459.042382790614	7344.22651931898	7260.996817441686	7149.252492855645	6882.316425881159	6087.729485545583
CG17111	68.84753332093685	45.79012031442384	165.66443348065036	148.40642751532582	61.47764557232515	61.83165297749985
sav	48.598258814778944	45.79012031442384	64.00671293570582	28.77267472235909	39.21849803751777	23.522911458831466
CG17119	0.0	0.0	0.0	0.0	0.0	0.0
p53	37.55319999323827	48.334015887447386	35.76845722877678	25.7439721200055	113.41565648687572	81.65810692137208
CG17121	68.11119606616747	73.77297161768286	105.4228213058684	74.20321375766291	18.019309909129788	85.35456443633132
