"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","211/3832","391/8545",0.539641943734015,1.20335083747577,3.71145022603624,0.000131957226071623,0.00240995565509753,0.00209815644778702,"BAD/NDUFAB1/SLC25A5/NOX1/PSMB1/UQCRC1/PSMC4/CAPN1/BID/SLC39A9/PSMA4/MAPK9/EIF2AK2/CASP8/NDUFB4/WIPI1/HSD17B10/SDHA/ATP2A3/TUBA3D/ARAF/VDAC3/PSEN1/GSK3B/PSMC5/NDUFB2/ITPR3/PSMD8/ATP5F1D/NDUFB7/XBP1/PSMC6/PSMA3/PSMB5/PSMA6/PSMA7/CSNK2A1/CACNA1F/AXIN1/IKBKB/TUBB4A/KLC3/GRIN2D/PIK3R2/WNT2/PSMA2/DVL1/DKK1/PPIF/PSMD3/WNT3/PSMD11/NDUFC1/AMBRA1/NDUFS8/SLC11A2/GAPDH/COX6A1/SLC39A7/COX7A2/WNT5A/PSMD14/NDUFS7/COX7A2L/ATP5PB/APH1A/PIK3R3/ATF6/NDUFB3/NDUFA8/IDE/ATG101/TUBA1B/ATP5F1E/NDUFA1/PSMB2/COX6B1/MAP2K2/COX7C/TRAF2/UQCR11/TUBA4A/SEM1/NDUFA5/PSMA1/APOE/ADRM1/COX7B/NDUFA2/SLC39A11/KRAS/EIF2S1/ATP5MC2/WNT10A/COX5B/PSMB7/PLCB2/SLC39A8/NDUFA9/SLC39A5/NDUFB10/SLC39A6/SLC39A3/AKT1/PSMB6/PSMA5/SDHC/SLC39A1/PSEN2/WNT9A/CALM2/NDUFS6/NDUFB11/NDUFB9/SLC39A4/PLCB3/NDUFC2/TUBA3E/WNT3A/ATP5MC3/WNT7A/MCU/COX6A2/CACNA1D/NDUFS2/ATP5MC1/PSMD4/PSMB4/CALM3/PSMC2/DVL3/GRIN2C/WNT4/NCSTN/PSMD6/CASP3/UQCRQ/CDK5/COX6C/FZD6/NDUFB6/ATP5F1C/CASP7/FRAT1/SLC39A13/PSMC3/TUBA1C/ATP5PD/FADD/KIF5C/NDUFS5/GRM5/CALML6/COX7B2/NDUFA3/EIF2AK3/CYCS/RELA/TUBB8B/UQCRH/PSMD1/ATP2A2/HRAS/NDUFA11/KLC2/PSMD2/DDIT3/COX8A/CDK5R1/GRIN1/ULK1/NDUFV2/CALML5/TUBAL3/COX5A/CYC1/FZD2/FRAT2/BACE2/NDUFB1/UQCR10/NDUFA12/NDUFA6/PSMD13/NDUFA4L2/NDUFA13/MAPT/WNT7B/TUBB4B/NDUFA4/TUBB/BECN2/ATP2A1/SLC39A10/PSMD12/TUBA3C/CSNK2B/PSENEN/NRAS/VDAC1/NDUFS3/CSNK1E/TNF/UQCRHL/CSNK2A3/LOC107984365/TUBB3/TUBB8/NDUFA7/IKBKG/PSMB3",211,211,391
"hsa03013","Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","67/3832","108/8545",0.62037037037037,1.38336764478466,3.61516363807898,0.000223102554704631,0.00387082932412534,0.00337002280001205,"UPF1/TPR/THOC3/NDC1/TNPO3/NUP133/NUP37/THOC1/XPO1/SEH1L/NUP50/AAAS/NUP188/RANGAP1/ACIN1/RAE1/EEF1A2/NXT2/NUP93/UBE2I/TNPO2/KPNB1/TMEM33/MAGOHB/NUP107/NUP155/KPNA1/NCBP2/SUMO1/IPO13/GLE1/NUP43/CSE1L/XPO5/UPF3B/NUP85/THOC2/THOC6/NUP210/RAN/NXT1/NCBP1/NUP58/EIF4A3/NUP210L/AHCTF1/NUP205/SEC13/MAGOH/THOC7/XPO6/PYM1/NCBP2L/SUMO4/KPNA2/ALYREF/XPOT/SUMO3/KPNA7/SUMO2/IPO4/IPO9/RANBP17/IPO7/RNPS1/NUP62/RBM8A",67,67,108
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","254/3832","483/8545",0.525879917184265,1.17266281115333,3.52245639880931,0.000264477352560833,0.00437017339707662,0.00380476191403304,"BAD/NDUFAB1/SLC25A5/NOX1/PSMB1/UQCRC1/PSMC4/CAPN1/BID/BAK1/DNAH5/PSMA4/HSPA5/MAPK9/CAMK2B/CASP8/NDUFB4/WIPI1/CAMK2A/HSD17B10/SDHA/ATP2A3/TUBA3D/ARAF/VDAC3/PSEN1/GSK3B/BAX/PSMC5/FUS/NDUFB2/ITPR3/PSMD8/ATP5F1D/NDUFB7/XBP1/DNAL4/NEFH/PSMC6/PSMA3/PSMB5/PSMA6/PSMA7/CSNK2A1/MAP1LC3A/CACNA1F/AXIN1/TUBB4A/KLC3/GRIN2D/DNAH11/WNT2/STX1A/PSMA2/DVL1/DKK1/PPIF/PSMD3/WNT3/PSMD11/NDUFC1/AMBRA1/NDUFS8/COX6A1/FIG4/COX7A2/WNT5A/PSMD14/NDUFS7/HTRA2/COX7A2L/GPX7/PARK7/ATP5PB/FASLG/ATF6/NDUFB3/NDUFA8/GRIA2/TARDBP/DNAI1/ATG101/TUBA1B/ATP5F1E/DNAH8/NDUFA1/PSMB2/COX6B1/PRKCG/TRAP1/MAP2K2/COX7C/TRAF2/UQCR11/TUBA4A/SEM1/NDUFA5/PSMA1/TOMM40/ADRM1/MAP3K10/UBA1/COX7B/NDUFA2/KRAS/EIF2S1/ATP5MC2/WNT10A/COX5B/RAC1/PSMB7/DERL1/DCTN3/PLCB2/RAB1A/ACTR1A/NDUFA9/NDUFB10/SOD1/SLC6A3/PSMB6/PSMA5/SDHC/PSEN2/WNT9A/CALM2/NDUFS6/NDUFB11/NDUFB9/SIGMAR1/CACNA1B/PLCB3/NDUFC2/TUBA3E/WNT3A/ATP5MC3/WNT7A/RAB39B/MCU/UBE2L6/MAPK13/COX6A2/CACNA1D/DNAH3/NDUFS2/TOMM40L/ATP5MC1/PSMD4/PSMB4/CALM3/UBE2J2/SQSTM1/PSMC2/DVL3/GRIN2C/WNT4/PSMD6/DNALI1/GPX8/CASP3/UQCRQ/CDK5/COX6C/FZD6/NDUFB6/VCP/ATP5F1C/CASP7/FRAT1/PSMC3/DCTN5/RAB8A/TUBA1C/ATP5PD/FADD/KIF5C/ATXN2L/NDUFS5/GRM5/CALML6/UBB/COX7B2/GPR37/NDUFA3/MFN1/BCL2L1/DNAI2/EIF2AK3/CYCS/RELA/TUBB8B/UQCRH/PSMD1/SPTBN2/CCS/ATP2A2/HRAS/DNAH12/NDUFA11/KLC2/PSMD2/DDIT3/COX8A/CDK5R1/GRIN1/ULK1/NDUFV2/CALML5/TUBAL3/COX5A/CYC1/FZD2/FRAT2/NDUFB1/TBK1/DNAH2/UQCR10/SEPTIN5/NDUFA12/NDUFA6/PSMD13/NDUFA4L2/UBE2L3/DNAH14/NDUFA13/MAPT/DNAH17/WNT7B/MAPK12/TUBB4B/NDUFA4/TUBB/BECN2/ATP2A1/PSMD12/DNAH10/TUBA3C/DAXX/CSNK2B/ATXN2/NRAS/VDAC1/NDUFS3/CSNK1E/UBA52/TNF/UQCRHL/CSNK2A3/LOC107984365/TUBB3/TUBB8/NDUFA7/NEFL/PSMB3",254,254,483
"hsa05340","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","28/3832","38/8545",0.736842105263158,1.64308867157455,3.58235888094534,0.000289589156513696,0.00456761078682966,0.00397665492437468,"BTK/RFXANK/UNG/PTPRC/BLNK/CD79A/JAK3/AICDA/ZAP70/IGLL1/RFX5/IL2RG/DCLRE1C/CD8A/TNFRSF13C/AIRE/ICOS/CD3D/TAP1/CD8B/CD19/LCK/ADA/CD3E/TAP2/TNFRSF13B/IKBKG/ORAI1",28,28,38
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","37/3832","55/8545",0.672727272727273,1.50011861833365,3.35502045615017,0.000637640448585309,0.00962005372430879,0.00837541458782534,"BRCA1/ERCC1/RAD51/MLH1/UBE2T/PALB2/TELO2/RPA3/RAD51C/HES1/FANCL/FAAP24/BRIP1/BRCA2/FANCI/FANCD2/EME1/FANCC/USP1/ATRIP/CENPX/POLH/MUS81/CENPS/ERCC4/RMI2/TOP3A/RMI1/FANCB/FANCF/FAAP100/FANCA/SLX4/BLM/EME2/RPA4/FANCG",37,37,55
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","51/3832","81/8545",0.62962962962963,1.40401492306503,3.29417554783981,0.000744002006830488,0.0107570290154241,0.0093652884193136,"NFYA/CD74/HSPA5/RFXANK/NFYC/HSP90AA1/PSME1/HSP90AB1/PSME2/HSPA8/IFNG/HSPA2/CANX/PSME3/RFX5/CD8A/CTSS/CTSB/B2M/PDIA3/TAP1/HSPA4/CD8B/HSPA6/CALR/HLA-DQB1/KIR2DL4/HLA-DRB1/HLA-DQA1/HLA-DRB5/TAP2/HLA-DRA/HSPA1B/HSPA1A/HSPA1L/HLA-C/HLA-G/HLA-F/KLRC2/HLA-A/IFI30/HLA-DPB1/HLA-DPA1/TAPBP/HLA-DQB2/TNF/HLA-B/KIR3DL2/HLA-DOB/KIR3DL3/HLA-DMB",51,51,81
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","53/3832","85/8545",0.623529411764706,1.39041201031561,3.26168563546711,0.000826312925569234,0.011469223406901,0.00998533935319454,"AK2/TYMP/ADSS2/CTPS2/RRM2B/ENTPD2/AK6/GMPR2/NME3/NME4/IMPDH1/AK1/DGUOK/AMPD2/NT5C3A/NT5C/ITPA/DUT/AMPD3/CMPK2/NTPCR/GMPR/NME7/UCK2/GUK1/NT5DC4/DCK/GMPS/AK8/HPRT1/RRM1/TK1/DTYMK/CANT1/CTPS1/RRM2/NME6/TYMS/DCTPP1/UPP1/ENTPD5/ENTPD8/ADA/ENTPD4/ENTPD6/ENPP1/UCKL1/PNP/APRT/NT5M/NME1/ADSL/NME2",53,53,85
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","23/3832","31/8545",0.741935483870968,1.65444642736885,3.29141599562073,0.000870813818963704,0.0116220151992464,0.0101183629976754,"HSPA5/SEC61A1/SEC61A2/SRP54/UBL4A/SGTA/SEC61B/SPCS1/SPCS2/SEC61G/SRP14/SRP9/SRPRB/IMMP1L/SRP19/SEC11C/SRP68/TMEM208/SRP72/GET1/SRPRA/GET3/BAG6",23,23,31
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","26/3832","37/8545",0.702702702702703,1.5669610111155,3.11626918963518,0.00154437686134868,0.0198481026254812,0.0172801621523224,"PGM3/NANS/MIOX/GNPNAT1/GFUS/GPI/GALK1/UGDH/CMAS/GMDS/UXS1/UAP1/GALE/NAGK/PMM2/GMPPA/HKDC1/HK1/FCSK/HK3/PGM2/NANP/GMPPB/UAP1L1/GFPT1/FPGT",26,26,37
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","128/3832","235/8545",0.54468085106383,1.21458712743748,3.0076807453467,0.00168154411274995,0.020831574618116,0.018136392887606,"KDM1A/NDUFAB1/UQCRC1/DPF1/CREB3L3/NDUFB4/SMARCD1/SDHA/SMARCE1/ACTB/ACTL6B/SIRT6/ADCY2/GNAS/NDUFB2/ATP5F1D/NDUFB7/SMARCB1/TSC2/FGF21/COA1/RHEB/CREB3/RPS6KB1/SMARCD2/NDUFC1/NDUFS8/COX6A1/COX7A2/NDUFS7/PRKAG3/COX7A2L/ATP5PB/BMP8B/RPS6KA1/ARID1A/NDUFB3/NDUFA8/ADCY7/ATP5F1E/NDUFA1/COX6B1/COX7C/UQCR11/SMARCA4/NDUFA5/COX7B/NDUFA2/KRAS/COX16/ATP5MC2/COX5B/ACTL6A/COX17/NDUFA9/NDUFB10/RPTOR/PRKACB/ADCY10/SDHC/CREB3L4/NDUFS6/NDUFB11/NDUFB9/NDUFC2/ATP5MC3/NDUFAF6/MAPK13/COX6A2/CPT2/CREB3L1/NDUFS2/ATP5MC1/ADCY9/COA7/PRKAA2/COX18/ACSL6/UQCRQ/ADCY1/COX6C/NDUFB6/ATP5F1C/FRS2/ATP5PD/MLST8/COA6/NDUFS5/ATP5ME/CPT1C/COX7B2/NDUFA3/SMARCC1/UQCRH/HRAS/NDUFA11/RPS6KB2/COX8A/GRB2/NDUFAF3/NDUFV2/COX5A/CYC1/COA4/PRKAG1/NDUFB1/BMP8A/COA3/ACTG1/UQCR10/NDUFA12/NDUFA6/NDUFA4L2/NDUFA13/MAPK12/NDUFA4/SLC25A29/COX20/AKT1S1/CPT1B/NRAS/NDUFS3/NDUFAF8/UQCRHL/COX19/ATP5MF/LOC107984365/NDUFA7",128,128,235
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","89/3832","157/8545",0.56687898089172,1.26408687153438,3.01135583910188,0.00174096733119702,0.020831574618116,0.018136392887606,"NDUFAB1/UQCRC1/BID/MAPK9/CASP8/NDUFB4/CDC42/SREBF1/SDHA/GSK3B/BAX/NDUFB2/NDUFB7/XBP1/IKBKB/TGFB1/PIK3R2/GSK3A/NDUFC1/NDUFS8/COX6A1/COX7A2/NDUFS7/PRKAG3/COX7A2L/PIK3R3/FASLG/NDUFB3/NDUFA8/NDUFA1/COX6B1/COX7C/TRAF2/UQCR11/NDUFA5/COX7B/NDUFA2/EIF2S1/COX5B/RAC1/NDUFA9/NDUFB10/AKT1/SDHC/PKLR/NDUFS6/NDUFB11/NDUFB9/NDUFC2/BCL2L11/MAPK13/COX6A2/NDUFS2/ADIPOR1/PRKAA2/CASP3/UQCRQ/COX6C/NDUFB6/CASP7/NDUFS5/CXCL8/COX7B2/NDUFA3/EIF2AK3/CYCS/RELA/MAP3K11/UQCRH/NDUFA11/DDIT3/COX8A/NDUFV2/COX5A/CYC1/PRKAG1/NDUFB1/UQCR10/NDUFA12/NDUFA6/NDUFA4L2/NDUFA13/MAPK12/NDUFA4/NDUFS3/TNF/UQCRHL/LOC107984365/NDUFA7",89,89,157
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","28/3832","41/8545",0.682926829268293,1.52286267121544,3.02595587011676,0.00203864450275978,0.0235803214152548,0.0205295077997213,"BRCA1/RAD51/POLD1/POLD3/PALB2/RAD54L/NBN/BABAM1/SSBP1/RPA3/POLD2/RAD51C/XRCC3/SEM1/BRIP1/BARD1/BRCA2/EME1/TOPBP1/MUS81/POLD4/TOP3A/RAD51D/BRCC3/XRCC2/RAD54B/BLM/RPA4",28,28,41
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","40/3832","63/8545",0.634920634920635,1.41581336779667,2.9868556750405,0.00214619060361102,0.0240234883694524,0.0209153379706745,"POLR2J/ERCC1/MNAT1/POLR2B/RFC2/POLD1/POLD3/POLR2F/RBX1/POLE2/ERCC2/POLR2I/LIG1/RPA3/POLD2/GTF2H3/RFC5/RAD23B/PCNA/RFC3/CDK7/CUL4A/POLR2D/GTF2H2/CETN2/POLR2K/POLE3/POLR2H/RFC4/DDB1/POLR2G/POLD4/ERCC4/POLE/POLR2L/RAD23A/GTF2H2C/RPA4/POLR2J2/POLR2J3",40,40,63
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","76/3832","133/8545",0.571428571428571,1.274232031017,2.87401492272157,0.00273445817432213,0.0296517808278056,0.0258154439483701,"FUCA2/M6PR/LAMP2/SLC11A1/AGA/ATP6V1H/CTSA/AP3D1/AP3M2/ATP6AP1/LAMP3/GNPTG/GGA1/AP1B1/ARSA/CTSZ/GLA/ACP5/PLA2G15/NAGPA/CTSH/DMXL2/LAPTM4B/MAN2B1/DNASE2/ATP6V0A4/HYAL4/AP1S1/MANBA/TCIRG1/SLC11A2/ARSB/ATP6V0B/CTSD/CLTA/GGA3/IDUA/AP1M2/PPT1/AP3B1/ACP2/CTSV/MEAK7/GALNS/ARSG/CLTC/SUMF1/ATP6V0D2/ABCB9/AP1S3/ATP6V0D1/LAPTM5/CTSS/CTSB/TPP1/GUSB/GLB1/GAA/CTSW/CLTB/GBA1/AP3S1/PSAPL1/FUCA1/AP3M1/ATP6V0C/LAMP1/HYAL3/CLN3/CTSE/ENTPD4/PSAP/NAGA/NEU1/AP1G2/AP4M1",76,76,133
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","33/3832","51/8545",0.647058823529412,1.44288038806337,2.86028994150709,0.0032962034281387,0.0346600784716403,0.0301757698205999,"ATP6V1H/SEC61A1/SEC61A2/ATP6AP1/ACTB/GNAS/KDELR3/ATP6V1D/KDELR1/ATP6V0A4/SEC61B/TCIRG1/ATP6V0E1/ATP6V1A/ATP6V0B/ATP6V1F/SEC61G/KDELR2/ATP6V1G1/PRKACB/ARF1/ATP6V1C2/ATP6V1B2/ATP6V0D2/ATP6V1C1/PDIA4/ATP6V0D1/ADCY9/ATP6V0E2/ACTG1/ATP6V0C/ERO1A/ATP6V1G2",33,33,51
"hsa04940","Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","29/3832","44/8545",0.659090909090909,1.46971080850256,2.81654396103419,0.0038630210933901,0.0394255388060696,0.0343246765883269,"ICA1/PTPRN/GZMB/IFNG/IL12B/CD86/FASLG/CD80/GAD1/GAD2/HSPD1/PTPRN2/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-G/HLA-F/HLA-A/HLA-DPB1/LTA/HLA-DPA1/HLA-DQB2/TNF/HLA-B/HLA-DOB/HLA-DMB",29,29,44
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","111/3832","205/8545",0.541463414634146,1.20741254646367,2.71033877851019,0.00424790078038908,0.0407873838760125,0.0355103266264692,"NDUFAB1/SLC25A5/UQCRC1/MAPK9/CYBA/CAMK2B/NDUFB4/PRKCZ/CAMK2A/SDHA/ATP2A3/VDAC3/GSK3B/NDUFB2/ATP5F1D/NDUFB7/MMP9/GSR/TGFB1/PIK3R2/PPIF/COL1A1/NDUFC1/NDUFS8/GAPDH/COX6A1/COX7A2/NDUFS7/COX7A2L/ATP5PB/NCF2/SLC2A1/PIK3R3/CTSD/NDUFB3/PTPA/NDUFA8/TGFB3/ATP5F1E/NDUFA1/COX6B1/PRKCG/COX7C/UQCR11/RAC2/NDUFA5/TNNI3/COX7B/NDUFA2/ATP5MC2/AGT/COX5B/RAC1/PLCB2/NDUFA9/NDUFB10/AKT1/MPC2/SDHC/PARP1/REN/NDUFS6/NDUFB11/NDUFB9/PLCB3/NDUFC2/ATP5MC3/MAPK13/COX6A2/CPT2/NCF1/NDUFS2/ATP5MC1/G6PD/PRKCD/UQCRQ/COL1A2/COX6C/NDUFB6/ATP5F1C/ATP5PD/COL3A1/NDUFS5/COX7B2/NDUFA3/PPP1CA/RELA/UQCRH/ATP2A2/NDUFA11/COX8A/NDUFV2/COX5A/CYC1/NDUFB1/UQCR10/NDUFA12/NDUFA6/NDUFA4L2/NDUFA13/MAPK12/NDUFA4/ATP2A1/GFPT1/CPT1B/VDAC1/NDUFS3/UQCRHL/MPC1L/LOC107984365/NDUFA7",111,111,205
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","134/3832","252/8545",0.531746031746032,1.18574369552971,2.69869105666682,0.0043052706941792,0.0407873838760125,0.0355103266264692,"ARF5/AP2B1/VTA1/AP2S1/EPN3/PSD/EPN1/ARFGEF1/PRKCZ/FGFR3/CDC42/TFRC/ACAP1/TSG101/RAB7A/CAPZB/DNM2/SMAP2/RAB10/CHMP5/SPG21/RAB11FIP3/IL2RB/ARFGAP1/CHMP4B/PARD6A/RAB11A/CYTH2/WASL/ACTR3C/SH3GL2/GBF1/GIT1/CYTH1/RAB5C/HSPA8/EHD1/ARPC3/RAB35/GRK7/SNX4/ACTR3/CAPZA1/DNAJC6/CXCR4/CLTA/WWP1/PARD6B/ARFGEF2/RAB22A/IQSEC2/STAMBP/PSD4/EPS15L1/ARPC1B/CHMP2A/CHMP1A/RAB11FIP4/VPS25/ACAP3/AGAP3/ACTR3B/ARF3/IL2RA/AGAP2/MDM2/VPS45/STAM/ARPC5L/ACTR2/IGF1R/SH3GL3/CLTC/ARRB2/MVB12A/SH3GL1/CBLC/PIP5K1A/ARF1/SNX12/IL2RG/SH3GLB2/ARFGAP2/ASAP1/ZFYVE27/PSD3/RAB11FIP1/LDLRAP1/SNF8/CCR5/FGFR4/VPS28/AP2M1/ARPC5/ARPC2/PRKCI/CHMP4C/WASHC5/ARF6/PIP5KL1/RAB8A/VPS37C/RAB4A/KIF5C/ARF4/RAB31/WIPF2/AGAP5/GRK2/HSPA6/HRAS/CLTB/CHMP6/VPS37D/RUFY1/WASHC1/HGS/GRK1/PIP5K1C/AP2A1/SRC/GRK6/AGAP6/HSPA1B/HSPA1A/HSPA1L/HLA-C/HLA-G/HLA-F/HLA-A/HLA-B/ARPC4/ARPC1A/RNF103-CHMP3",134,134,252
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","107/3832","197/8545",0.543147208121827,1.21116724775601,2.70372864743571,0.00434908704153447,0.0407873838760125,0.0355103266264692,"MYH13/DNAH5/MYO3B/ACTB/TUBA3D/KIFAP3/CAPZB/KIF22/KIF3C/KIF9/DYNLL1/KIF16B/KIF4A/MYO15A/MYH7/MYO3A/MYO9B/DNAL4/KIF3B/TUBB4A/KLC3/TNNT1/MYH14/DNAH11/MYL10/TUBD1/KIF20A/TNNC1/CAPZA1/KIF21B/KIF14/MYL12B/KIF18A/DNAI1/TUBA1B/DNAH8/DYNLRB1/TUBA4A/TNNI3/KIF1A/KIF3A/TUBG1/MYH8/MYO18B/BICDL1/MYO1G/KIF12/DCTN3/KIF23/ACTR1A/KIF11/KIF20B/CENPE/KIF21A/MYO1F/KIF2C/TPM3/ACTA1/DYNC1LI1/MYO10/DYNLT1/TUBA3E/DNAI4/DNAH3/BICDL2/DNAI3/KIF26B/KIF15/DNALI1/KIF6/DYNLT3/DCTN5/MYO5B/TPM4/TUBA1C/KIFC2/KIF5C/DYNLRB2/DNAI2/TUBB8B/DNAH12/KLC2/MYO1D/TUBAL3/MYL11/DNAH2/ACTG1/DYNLT2/DNAH14/KIF18B/KIF24/DNAH17/TUBB4B/TUBB/MYL6B/MYO6/MYH6/DNAH10/TUBA3C/MYL5/KIF4B/KIFC1/TUBB3/TUBB8/DYNLL2/MYH4/MYO19",107,107,197
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","17/3832","23/8545",0.739130434782609,1.64819143142416,2.80666829632739,0.00452161464021902,0.0412894810567368,0.0359474626521567,"RFC2/POLD1/MLH1/POLD3/MSH2/LIG1/SSBP1/RPA3/POLD2/RFC5/MSH6/PCNA/RFC3/RFC4/EXO1/POLD4/RPA4",17,17,23
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","88/3832","159/8545",0.553459119496855,1.23416184136238,2.68739749408872,0.00467043617081229,0.0415549064428684,0.0361785473960358,"M6PR/LAMP2/MSR1/ATP6V1H/CYBA/SEC61A1/SEC61A2/ATP6AP1/TFRC/ACTB/RAB7A/TUBA3D/ATP6V1D/CORO1A/TUBB4A/COMP/ATP6V0A4/SEC61B/RAB5C/TCIRG1/ATP6V0E1/ATP6V1A/NCF2/ATP6V0B/TUBA1B/CANX/TUBA4A/ATP6V1F/SEC61G/RAC1/ATP6V1G1/THBS1/ITGAV/FCGR2A/ATP6V1C2/DYNC1LI1/ATP6V1B2/ATP6V0D2/FCGR1A/TUBA3E/ATP6V1C1/NCF1/ATP6V0D1/ITGB2/ITGA5/CTSS/TUBA1C/TAP1/STX18/THBS3/ITGAM/ATP6V0E2/CLEC7A/TUBB8B/OLR1/TLR6/TUBAL3/CALR/HLA-DQB1/ACTG1/SFTPA2/HGS/ATP6V0C/LAMP1/THBS2/TUBB4B/HLA-DRB1/TUBB/HLA-DQA1/TUBA3C/HLA-DRB5/FCGR3A/TAP2/HLA-DRA/HLA-C/HLA-G/HLA-F/HLA-A/ATP6V1G2/HLA-DPB1/HLA-DPA1/HLA-DQB2/HLA-B/HLA-DOB/HLA-DMB/TUBB3/TUBB8/SEC22B",88,88,159
"hsa00513","Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","28/3832","43/8545",0.651162790697674,1.45203184929844,2.67939882810439,0.0058038941074535,0.0503487813821591,0.0438346739168199,"ALG1/FUT8/MGAT4A/B4GALT1/MAGT1/B4GALT2/RPN2/ALG2/CHST8/ST3GAL3/DAD1/TMEM258/STT3A/B4GALNT3/B4GALT3/MGAT4B/KRTCAP2/STT3B/RPN1/MGAT2/HEXD/MAN1B1/B4GALNT4/ALG12/OSTC/MGAT4D/ALG3/DDOST",28,28,43
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","23/3832","34/8545",0.676470588235294,1.50846586024807,2.67858610715461,0.0060847628348412,0.0514978708217048,0.0448350945725141,"POLR2J/POLR2B/POLR3E/POLR1H/POLR1A/POLR2F/POLR2I/POLR1G/POLR1B/POLR3F/POLR2D/POLR2K/POLR3A/POLR3K/POLR2H/POLR2G/POLR1C/POLR2L/POLR3C/POLR1D/POLR2J2/CRCP/POLR2J3",23,23,34
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","35/3832","58/8545",0.603448275862069,1.3456329637895,2.381478698644,0.012420048941598,0.102613261493678,0.0893371941413186,"TYMP/CTPS2/RRM2B/CAD/NME3/NME4/UMPS/NT5C3A/NT5C/DUT/CMPK2/NME7/UCK2/NT5DC4/DCK/NUDT2/RRM1/TK1/DTYMK/CANT1/CTPS1/RRM2/NME6/TYMS/DCTPP1/UPP1/ENTPD5/ENTPD8/ENTPD4/ENTPD6/ENPP1/UCKL1/NT5M/NME1/NME2",35,35,58
"hsa03018","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","45/3832","78/8545",0.576923076923077,1.28648426208447,2.29180646796941,0.0149383303702826,0.120548852057862,0.104952284364042,"PFKP/PABPC1/ENO1/EXOSC7/EXOSC5/CNOT3/XRN2/PABPC1L/LSM5/EXOSC3/ENO3/DCPS/CNOT2/ENO2/HSPA9/CNOT6/TENT4B/EXOSC9/LSM8/LSM7/LSM4/EXOSC2/MPHOSPH6/BTG4/PNPT1/SKIC8/PARN/TOB1/PFKL/HSPD1/CNOT9/PNLDC1/ZCCHC7/DCP1B/PABPC3/PATL1/LSM3/EXOSC1/DCP2/LSM1/EXOSC4/EDC3/CNOT10/SKIC2/LSM2",45,45,78
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","22/3832","34/8545",0.647058823529412,1.44288038806337,2.33308339328627,0.0154607061066695,0.121928750432144,0.106153651976415,"PFKP/TIGAR/GFUS/TPI1/GMDS/PFKFB4/PFKFB2/FBP2/KHK/SORD/PMM2/PFKL/GMPPA/TKFC/ALDOA/HKDC1/HK1/FCSK/HK3/FBP1/GMPPB/FPGT",22,22,34
