Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,System Flow,,Pressure,,Fraction,,Injection,,Run Log,,
ml,mAU,ml,mS/cm,ml,%B,ml,ml/min,ml,MPa,ml,Fraction,ml,Injection,ml,Logbook,
1.938,350.3838,1.938,0.27,1.938,0,1.938,1,1.938,0,,,,,,,
1.945,350.42,1.945,0.27,1.945,0,1.945,1,1.945,0,,,,,,,
1.952,350.4259,1.952,0.27,1.952,0,1.952,1,1.952,0,,,,,,,
1.959,350.44,1.959,0.27,1.959,0,1.959,1,1.959,0,,,,,,,
1.966,350.4478,1.966,0.27,1.966,0,1.966,1,1.966,0,,,,,,,
1.973,350.47,1.973,0.27,1.973,0,1.973,1,1.973,0,,,,,,,
1.98,350.47,1.98,0.27,1.98,0,1.98,1,1.98,0,,,,,,,
1.987,350.48,1.987,0.27,1.987,0,1.987,1,1.987,0,,,,,,,
1.994,350.4918,1.994,0.27,1.994,0,1.994,1,1.994,0,,,,,,,
2.001,350.5,2.001,0.27,2.001,0,2.001,1,2.001,0,,,,,,,
2.008,350.51,2.008,0.27,2.008,0,2.008,1,2.008,0,,,,,,,
2.015,350.51,2.015,0.27,2.015,0,2.015,1,2.015,0,,,,,,,
2.022,350.51,2.022,0.27,2.022,0,2.022,1,2.022,0,,,,,,,
2.029,350.51,2.029,0.27,2.029,0,2.029,1,2.029,0,,,,,,,
2.036,350.52,2.036,0.27,2.036,0,2.036,1,2.036,0,,,,,,,
2.043,350.5114,2.043,0.27,2.043,0,2.043,1,2.043,0,,,,,,,
2.05,350.51,2.05,0.27,2.05,0,2.05,1,2.05,0,,,,,,,
2.057,350.5,2.057,0.27,2.057,0,2.057,1,2.057,0,,,,,,,
2.064,350.5,2.064,0.27,2.064,0,2.064,1,2.064,0,,,,,,,
2.071,350.5,2.071,0.27,2.071,0,2.071,1,2.071,0,,,,,,,
2.078,350.5,2.078,0.27,2.078,0,2.078,1,2.078,0,,,,,,,
2.085,350.5,2.085,0.27,2.085,0,2.085,1,2.085,0,,,,,,,
2.092,350.4945,2.092,0.27,2.092,0,2.092,1,2.092,0,,,,,,,
2.099,350.2489,2.099,0.27,2.099,0,2.099,1,2.099,0.01,,,,,,,
2.106,350.0876,2.106,0.27,2.106,0,2.106,1,2.106,0.01,,,,,,,
2.113,349.6753,2.113,0.27,2.113,0,2.113,1,2.113,0.01,,,,,,,
2.12,349.4822,2.12,0.27,2.12,0,2.12,1,2.12,0.01,,,,,,,
2.127,349.2,2.127,0.27,2.127,0,2.127,1,2.127,0.01,,,,,,,
2.134,348.8356,2.134,0.27,2.134,0,2.134,1,2.134,0.01,,,,,,,
2.141,348.44,2.141,0.27,2.141,0,2.141,1,2.141,0.01,,,,,,,
2.148,347.5457,2.148,0.27,2.148,0,2.148,1,2.148,0.01,,,,,,,
2.155,347.01,2.155,0.27,2.155,0,2.155,1,2.155,0.01,,,,,,,
2.162,345.2819,2.162,0.27,2.162,0,2.162,1,2.162,0.01,,,,,,,
2.169,344.92,2.169,0.27,2.169,0,2.169,1,2.169,0.01,,,,,,,
2.176,342.4537,2.176,0.27,2.176,0,2.176,1,2.176,0.01,,,,,,,
2.183,341.7699,2.183,0.27,2.183,0,2.183,1,2.183,0.01,,,,,,,
2.19,338.8988,2.19,0.27,2.19,0,2.19,1,2.19,0.01,,,,,,,
2.197,337.5316,2.197,0.27,2.197,0,2.197,1,2.197,0.01,,,,,,,
2.204,334.9,2.204,0.27,2.204,0,2.204,1,2.204,0.01,,,,,,,
2.211,332.7888,2.211,0.27,2.211,0,2.211,1,2.211,0.01,,,,,,,
2.218,330.35,2.218,0.27,2.218,0,2.218,1,2.218,0.01,,,,,,,
2.225,326.766,2.225,0.27,2.225,0,2.225,1,2.225,0.01,,,,,,,
2.232,325.25,2.232,0.27,2.232,0,2.232,1,2.232,0,,,,,,,
2.239,320.686,2.239,0.27,2.239,0,2.239,1,2.239,0,,,,,,,
2.246,319.55,2.246,0.27,2.246,0,2.246,1,2.246,0.007182895,,,,,,,
2.253,313.7219,2.253,0.27,2.253,0,2.253,1,2.253,0.01,,,,,,,
2.26,313.31,2.26,0.27,2.26,0,2.26,1,2.26,0.01,,,,,,,
2.267,306.53,2.267,0.27,2.267,0,2.267,1,2.267,0.01,,,,,,,
2.274,304.8319,2.274,0.27,2.274,0,2.274,1,2.274,0.01,,,,,,,
2.281,299.22,2.281,0.27,2.281,0,2.281,1,2.281,0.01,,,,,,,
2.288,295.0559,2.288,0.27,2.288,0,2.288,1,2.288,0.01,,,,,,,
2.295,291.37,2.295,0.27,2.295,0,2.295,1,2.295,0.01,,,,,,,
2.302,285.9181,2.302,0.28,2.302,0,2.302,1,2.302,0.01,,,,,,,
2.309,283.08,2.309,0.28,2.309,0,2.309,1,2.309,0.01,,,,,,,
2.316,276.1678,2.316,0.28,2.316,0,2.316,1,2.316,0.01,,,,,,,
2.323,274.95,2.323,0.2878734,2.323,0,2.323,1,2.323,0.01,,,,,,,
2.33,267.0878,2.33,0.29,2.33,0,2.33,1,2.33,0.01,,,,,,,
2.337,266.58,2.337,0.29,2.337,0,2.337,1,2.337,0.01,,,,,,,
2.344,257.51,2.344,0.29,2.344,0,2.344,1,2.344,0.01,,,,,,,
2.351,255.2674,2.351,0.3,2.351,0,2.351,1,2.351,0.01,,,,,,,
2.358,248.87,2.358,0.3,2.358,0,2.358,1,2.358,0.01,,,,,,,
2.365,244.6292,2.365,0.3,2.365,0,2.365,1,2.365,0,,,,,,,
2.372,240.9,2.372,0.3,2.372,0,2.372,1,2.372,0,,,,,,,
2.379,235.6262,2.379,0.3,2.379,0,2.379,1,2.379,0,,,,,,,
2.386,233.57,2.386,0.3,2.386,0,2.386,1,2.386,0,,,,,,,
2.393,227.6398,2.393,0.3,2.393,0,2.393,1,2.393,0,,,,,,,
2.4,226.88,2.4,0.3086087,2.4,0,2.4,1,2.4,0,,,,,,,
2.407,220.9016,2.407,0.31,2.407,0,2.407,1,2.407,0,,,,,,,
2.414,220.5899,2.414,0.31,2.414,0,2.414,1,2.414,0,,,,,,,
2.421,215.36,2.421,0.31,2.421,0,2.421,1,2.421,0,,,,,,,
2.428,214.4855,2.428,0.31,2.428,0,2.428,1,2.428,0,,,,,,,
2.435,210.5,2.435,0.31,2.435,0,2.435,1,2.435,0,,,,,,,
2.442,208.4564,2.442,0.31,2.442,0,2.442,1,2.442,0,,,,,,,
2.449,206.21,2.449,0.3155316,2.449,0,2.449,1,2.449,0,,,,,,,
2.456,203.6979,2.456,0.32,2.456,0,2.456,1,2.456,0,,,,,,,
2.463,202.49,2.463,0.32,2.463,0,2.463,1,2.463,0,,,,,,,
2.47,199.6448,2.47,0.32,2.47,0,2.47,1,2.47,0,,,,,,,
2.477,199.32,2.477,0.32,2.477,0,2.477,1,2.477,0,,,,,,,
2.484,196.68,2.484,0.32,2.484,0,2.484,1,2.484,0.01,,,,,,,
2.491,196.5301,2.491,0.32,2.491,0,2.491,1,2.491,0.01,,,,,,,
2.498,194.57,2.498,0.32,2.498,0,2.498,1,2.498,0,,,,,,,
2.504,194.1869,2.504,0.33,2.504,0,2.504,1,2.504,0,,,,,,,
2.511,192.97,2.511,0.33,2.511,0,2.511,1,2.511,0.004309249,,,,,,,
2.518,192.5427,2.518,0.33,2.518,0,2.518,1,2.518,0.01,,,,,,,
2.525,191.8,2.525,0.33,2.525,0,2.525,1,2.525,0.01,,,,,,,
2.532,191.1442,2.532,0.33,2.532,0,2.532,1,2.532,0.01,,,,,,,
2.539,190.84,2.539,0.33,2.539,0,2.539,1,2.539,0.01,,,,,,,
2.546,190.3947,2.546,0.33,2.546,0,2.546,1,2.546,0.01,,,,,,,
2.553,190.34,2.553,0.3302515,2.553,0,2.553,1,2.553,0.01,,,,,,,
2.56,190.34,2.56,0.34,2.56,0,2.56,1,2.56,0.01,,,,,,,
2.567,190.3423,2.567,0.34,2.567,0,2.567,1,2.567,0.01,,,,,,,
2.574,190.35,2.574,0.34,2.574,0,2.574,1,2.574,0.01,,,,,,,
2.581,190.3541,2.581,0.34,2.581,0,2.581,1,2.581,0.01,,,,,,,
2.588,190.36,2.588,0.34,2.588,0,2.588,1,2.588,0.01,,,,,,,
2.595,190.36,2.595,0.34,2.595,0,2.595,1,2.595,0.01,,,,,,,
2.602,190.36,2.602,0.34,2.602,0,2.602,1,2.602,0.01,,,,,,,
2.609,190.36,2.609,0.34,2.609,0,2.609,1,2.609,0.01,,,,,,,
2.616,190.35,2.616,0.34,2.616,0,2.616,1,2.616,0,,,,,,,
2.623,190.3399,2.623,0.35,2.623,0,2.623,1,2.623,0,,,,,,,
2.63,190.33,2.63,0.35,2.63,0,2.63,1,2.63,0,,,,,,,
2.637,190.32,2.637,0.35,2.637,0,2.637,1,2.637,0,,,,,,,
2.644,190.32,2.644,0.35,2.644,0,2.644,1,2.644,0.003023121,,,,,,,
2.651,190.31,2.651,0.35,2.651,0,2.651,1,2.651,0.01,,,,,,,
2.658,190.31,2.658,0.35,2.658,0,2.658,1,2.658,0.01,,,,,,,
2.665,190.3,2.665,0.35,2.665,0,2.665,1,2.665,0,,,,,,,
2.672,190.293,2.672,0.35,2.672,0,2.672,1,2.672,0,,,,,,,
2.679,190.27,2.679,0.35,2.679,0,2.679,1,2.679,0.0080757,,,,,,,
2.686,190.27,2.686,0.36,2.686,0,2.686,1,2.686,0.01,,,,,,,
2.693,190.26,2.693,0.36,2.693,0,2.693,1,2.693,0.01,,,,,,,
2.7,190.249,2.7,0.36,2.7,0,2.7,1,2.7,0,,,,,,,
2.707,190.2381,2.707,0.36,2.707,0,2.707,1,2.707,0,,,,,,,
2.714,190.22,2.714,0.36,2.714,0,2.714,1,2.714,0,,,,,,,
2.721,190.2161,2.721,0.36,2.721,0,2.721,1,2.721,0,,,,,,,
2.728,190.19,2.728,0.36,2.728,0,2.728,1,2.728,0,,,,,,,
2.735,190.1842,2.735,0.36,2.735,0,2.735,1,2.735,0,,,,,,,
2.742,190.16,2.742,0.36,2.742,0,2.742,1,2.742,0,,,,,,,
2.749,190.16,2.749,0.36,2.749,0,2.749,1,2.749,0.01,,,,,,,
2.756,190.16,2.756,0.36,2.756,0,2.756,1,2.756,0.01,,,,,,,
2.763,190.1407,2.763,0.37,2.763,0,2.763,1,2.763,0.01,,,,,,,
2.77,190.13,2.77,0.37,2.77,0,2.77,1,2.77,0.01,,,,,,,
2.777,190.12,2.777,0.37,2.777,0,2.777,1,2.777,0.01,,,,,,,
2.784,190.12,2.784,0.37,2.784,0,2.784,1,2.784,0.01,,,,,,,
2.791,190.11,2.791,0.37,2.791,0,2.791,1,2.791,0.01,,,,,,,
2.798,190.1053,2.798,0.37,2.798,0,2.798,1,2.798,0.01,,,,,,,
2.805,190.0844,2.805,0.37,2.805,0,2.805,1,2.805,0.01,,,,,,,
2.812,190.08,2.812,0.37,2.812,0,2.812,1,2.812,0.00341094,,,,,,,
2.819,190.07,2.819,0.37,2.819,0,2.819,1,2.819,0,,,,,,,
2.826,190.0614,2.826,0.37,2.826,0,2.826,1,2.826,0,,,,,,,
2.833,190.05,2.833,0.37,2.833,0,2.833,1,2.833,0.01,,,,,,,
2.84,190.0494,2.84,0.37,2.84,0,2.84,1,2.84,0.01,,,,,,,
2.847,190.04,2.847,0.37154,2.847,0,2.847,1,2.847,0,,,,,,,
2.854,190.0276,2.854,0.38,2.854,0,2.854,1,2.854,0,,,,,,,
2.861,190.02,2.861,0.38,2.861,0,2.861,1,2.861,0,,,,,,,
2.868,189.9955,2.868,0.38,2.868,0,2.868,1,2.868,0,,,,,,,
2.875,189.99,2.875,0.38,2.875,0,2.875,1,2.875,0,,,,,,,
2.882,189.97,2.882,0.38,2.882,0,2.882,1,2.882,0,,,,,,,
2.889,189.97,2.889,0.38,2.889,0,2.889,1,2.889,0,,,,,,,
2.896,189.9516,2.896,0.38,2.896,0,2.896,1,2.896,0,,,,,,,
2.903,189.95,2.903,0.38,2.903,0,2.903,2.546228,2.903,0,,,,,,,
2.91,189.95,2.91,0.38,2.91,0,2.91,4.22129,2.91,0,,,,,,,
2.917,189.9477,2.917,0.38,2.917,0,2.917,5,2.917,0,,,,,,,
2.924,189.9435,2.924,0.38,2.924,0,2.924,5,2.924,0,,,,,,,
2.931,189.9393,2.931,0.38,2.931,0,2.931,5,2.931,0,,,,,,,
2.938,189.9351,2.938,0.38,2.938,0,2.938,5,2.938,0,,,,,,,
2.945,189.9309,2.945,0.38,2.945,0,2.945,5,2.945,0,,,,,,,
2.952,189.93,2.952,0.38,2.952,0,2.952,5,2.952,0,,,,,,,
2.959,189.93,2.959,0.38,2.959,0,2.959,5,2.959,0,,,,,,,
2.966,189.93,2.966,0.38,2.966,0,2.966,5,2.966,0.001624634,,,,,,,
2.973,189.93,2.973,0.38,2.973,0,2.973,5,2.973,0.005837307,,,,,,,
2.98,189.9299,2.98,0.38,2.98,0,2.98,5,2.98,0.01,,,,,,,
2.987,189.9258,2.987,0.38,2.987,0,2.987,5,2.987,0.01,,,,,,,
2.994,189.9216,2.994,0.38,2.994,0,2.994,5,2.994,0.01,,,,,,,
3.001,189.9174,3.001,0.38,3.001,0,3.001,5,3.001,0.01,,,,,,,
3.008,189.9132,3.008,0.38,3.008,0,3.008,5,3.008,0.01,,,,,,,
3.015,189.91,3.015,0.38,3.015,0,3.015,5,3.015,0.01,,,,,,,
3.022,189.91,3.022,0.38,3.022,0,3.022,5,3.022,0.01,,,,,,,
3.029,189.91,3.029,0.38,3.029,0,3.029,5,3.029,0.01,,,,,,,
3.036,189.91,3.036,0.38,3.036,0,3.036,5,3.036,0.01,,,,,,,
3.043,189.91,3.043,0.38,3.043,0,3.043,5,3.043,0.01,,,,,,,
3.05,189.91,3.05,0.38,3.05,0,3.05,5,3.05,0.01,,,,,,,
3.057,189.91,3.057,0.38,3.057,0,3.057,5,3.057,0.01,,,,,,,
3.064,189.9096,3.064,0.38,3.064,0,3.064,5,3.064,0.01,,,,,,,
3.071,189.9054,3.071,0.38,3.071,0,3.071,5,3.071,0.01,,,,,,,
3.078,189.9012,3.078,0.38,3.078,0,3.078,5,3.078,0.01,,,,,,,
3.085,189.9,3.085,0.38,3.085,0,3.085,5,3.085,0.01,,,,,,,
3.092,189.9,3.092,0.38,3.092,0,3.092,5,3.092,0.01,,,,,,,
3.099,189.9,3.099,0.38,3.099,0,3.099,5,3.099,0.01,,,,,,,
3.106,189.9,3.106,0.38,3.106,0,3.106,5,3.106,0.01,,,,,,,
3.113,189.9,3.113,0.38,3.113,0,3.113,5,3.113,0.01,,,,,,,
3.12,189.896,3.12,0.38,3.12,0,3.12,5,3.12,0.01,,,,,,,
3.127,189.8918,3.127,0.38,3.127,0,3.127,5,3.127,0.01,,,,,,,
3.134,189.89,3.134,0.38,3.134,0,3.134,5,3.134,0.01471818,,,,,,,
3.141,189.89,3.141,0.38,3.141,0,3.141,5,3.141,0.02309348,,,,,,,
3.148,189.89,3.148,0.38,3.148,0,3.148,5,3.148,0.03,,,,,,,
3.155,189.89,3.155,0.38,3.155,0,3.155,5,3.155,0.03,,,,,,,
3.162,189.89,3.162,0.38,3.162,0,3.162,5,3.162,0.03,,,,,,,
3.169,189.89,3.169,0.38,3.169,0,3.169,5,3.169,0.03,,,,,,,
3.176,189.89,3.176,0.38,3.176,0,3.176,5,3.176,0.03,,,,,,,
3.183,189.8883,3.183,0.38,3.183,0,3.183,5,3.183,0.03,,,,,,,
3.19,189.8841,3.19,0.38,3.19,0,3.19,5,3.19,0.03,,,,,,,
3.197,189.8799,3.197,0.38,3.197,0,3.197,5,3.197,0.03,,,,,,,
3.204,189.8757,3.204,0.38,3.204,0,3.204,5,3.204,0.03,,,,,,,
3.211,189.8715,3.211,0.38,3.211,0,3.211,5,3.211,0.03,,,,,,,
3.218,189.87,3.218,0.38,3.218,0,3.218,5,3.218,0.03,,,,,,,
3.225,189.87,3.225,0.38,3.225,0,3.225,5,3.225,0.03,,,,,,,
3.232,189.87,3.232,0.38,3.232,0,3.232,5,3.232,0.03,,,,,,,
3.239,189.87,3.239,0.38,3.239,0,3.239,5,3.239,0.03,,,,,,,
3.246,189.87,3.246,0.38,3.246,0,3.246,5,3.246,0.03,,,,,,,
3.253,189.8663,3.253,0.38,3.253,0,3.253,5,3.253,0.03,,,,,,,
3.26,189.8621,3.26,0.38,3.26,0,3.26,5,3.26,0.03,,,,,,,
3.267,189.86,3.267,0.38,3.267,0,3.267,5,3.267,0.03,,,,,,,
3.274,189.86,3.274,0.38,3.274,0,3.274,5,3.274,0.03,,,,,,,
3.281,189.86,3.281,0.38,3.281,0,3.281,5,3.281,0.03,,,,,,,
3.288,189.86,3.288,0.38,3.288,0,3.288,5,3.288,0.03,,,,,,,
3.295,189.86,3.295,0.38,3.295,0,3.295,5,3.295,0.03,,,,,,,
3.302,189.857,3.302,0.38,3.302,0,3.302,5,3.302,0.03304323,,,,,,,
3.309,189.8528,3.309,0.38,3.309,0,3.309,5,3.309,0.03723088,,,,,,,
3.316,189.85,3.316,0.38,3.316,0,3.316,5,3.316,0.04,,,,,,,
3.323,189.85,3.323,0.38,3.323,0,3.323,5,3.323,0.04,,,,,,,
3.33,189.85,3.33,0.38,3.33,0,3.33,5,3.33,0.04,,,,,,,
3.337,189.85,3.337,0.38,3.337,0,3.337,5,3.337,0.04,,,,,,,
3.344,189.85,3.344,0.38,3.344,0,3.344,5,3.344,0.04,,,,,,,
3.351,189.85,3.351,0.38,3.351,0,3.351,5,3.351,0.04,,,,,,,
3.358,189.85,3.358,0.38,3.358,0,3.358,5,3.358,0.04,,,,,,,
3.365,189.8492,3.365,0.3792026,3.365,0,3.365,5,3.365,0.04,,,,,,,
3.372,189.845,3.372,0.3749897,3.372,0,3.372,5,3.372,0.04,,,,,,,
3.379,189.8408,3.379,0.3707767,3.379,0,3.379,5,3.379,0.04,,,,,,,
3.386,189.8366,3.386,0.37,3.386,0,3.386,5,3.386,0.04,,,,,,,
3.393,189.8324,3.393,0.37,3.393,0,3.393,5,3.393,0.04,,,,,,,
3.4,189.83,3.4,0.37,3.4,0,3.4,5,3.4,0.04,,,,,,,
3.407,189.83,3.407,0.37,3.407,0,3.407,5,3.407,0.04,,,,,,,
3.414,189.83,3.414,0.3701678,3.414,0,3.414,5,3.414,0.04,,,,,,,
3.421,189.83,3.421,0.3743804,3.421,0,3.421,5,3.421,0.04,,,,,,,
3.428,189.83,3.428,0.3785931,3.428,0,3.428,5,3.428,0.04,,,,,,,
3.435,189.8272,3.435,0.3772109,3.435,0,3.435,5,3.435,0.04,,,,,,,
3.442,189.823,3.442,0.3730232,3.442,0,3.442,5,3.442,0.04,,,,,,,
3.449,189.82,3.449,0.37,3.449,0,3.449,5,3.449,0.04,,,,,,,
3.456,189.82,3.456,0.37,3.456,0,3.456,5,3.456,0.04,,,,,,,
3.463,189.82,3.463,0.37,3.463,0,3.463,5,3.463,0.04,,,,,,,
3.47,189.82,3.47,0.37,3.47,0,3.47,5,3.47,0.04,,,,,,,
3.477,189.82,3.477,0.37,3.477,0,3.477,5,3.477,0.04,,,,,,,
3.484,189.82,3.484,0.37,3.484,0,3.484,5,3.484,0.04,,,,,,,
3.491,189.82,3.491,0.37,3.491,0,3.491,5,3.491,0.04,,,,,,,
3.498,189.82,3.498,0.37,3.498,0,3.498,5,3.498,0.04,,,,,,,
3.505,189.82,3.505,0.37,3.505,0,3.505,5,3.505,0.04,,,,,,,
3.512,189.82,3.512,0.37,3.512,0,3.512,5,3.512,0.04,,,,,,,
3.519,189.82,3.519,0.37,3.519,0,3.519,5,3.519,0.04,,,,,,,
3.526,189.82,3.526,0.37,3.526,0,3.526,5,3.526,0.04,,,,,,,
3.533,189.82,3.533,0.37,3.533,0,3.533,5,3.533,0.04,,,,,,,
3.54,189.82,3.54,0.37,3.54,0,3.54,5,3.54,0.04,,,,,,,
3.547,189.82,3.547,0.37,3.547,0,3.547,5,3.547,0.04,,,,,,,
3.554,189.82,3.554,0.37,3.554,0,3.554,5,3.554,0.04,,,,,,,
3.561,189.82,3.561,0.37,3.561,0,3.561,5,3.561,0.04,,,,,,,
3.568,189.8175,3.568,0.37,3.568,0,3.568,5,3.568,0.04,,,,,,,
3.575,189.8133,3.575,0.37,3.575,0,3.575,5,3.575,0.04,,,,,,,
3.582,189.81,3.582,0.37,3.582,0,3.582,5,3.582,0.04,,,,,,,
3.588,189.81,3.588,0.37,3.588,0,3.588,5,3.588,0.04,,,,,,,
3.595,189.81,3.595,0.37,3.595,0,3.595,5,3.595,0.04,,,,,,,
3.602,189.81,3.602,0.37,3.602,0,3.602,5,3.602,0.04,,,,,,,
3.609,189.81,3.609,0.37,3.609,0,3.609,5,3.609,0.04,,,,,,,
3.616,189.81,3.616,0.37,3.616,0,3.616,5,3.616,0.04,,,,,,,
3.623,189.81,3.623,0.37,3.623,0,3.623,5,3.623,0.04,,,,,,,
3.63,189.81,3.63,0.37,3.63,0,3.63,5,3.63,0.04,,,,,,,
3.637,189.81,3.637,0.37,3.637,0,3.637,5,3.637,0.04,,,,,,,
3.644,189.81,3.644,0.37,3.644,0,3.644,5,3.644,0.04,,,,,,,
3.651,189.81,3.651,0.37,3.651,0,3.651,5,3.651,0.04,,,,,,,
3.658,189.81,3.658,0.37,3.658,0,3.658,5,3.658,0.04,,,,,,,
3.665,189.81,3.665,0.3687695,3.665,0,3.665,5,3.665,0.04,,,,,,,
3.672,189.81,3.672,0.3645568,3.672,0,3.672,5,3.672,0.04,,,,,,,
3.679,189.81,3.679,0.3603441,3.679,0,3.679,5,3.679,0.04,,,,,,,
3.686,189.81,3.686,0.36,3.686,0,3.686,5,3.686,0.04,,,,,,,
3.693,189.81,3.693,0.36,3.693,0,3.693,5,3.693,0.04,,,,,,,
3.7,189.8122,3.7,0.36,3.7,0,3.7,5,3.7,0.04,,,,,,,
3.707,189.8165,3.707,0.36,3.707,0,3.707,5,3.707,0.04,,,,,,,
3.714,189.82,3.714,0.36,3.714,0,3.714,5,3.714,0.04,,,,,,,
3.721,189.82,3.721,0.36,3.721,0,3.721,5,3.721,0.04,,,,,,,
3.728,189.82,3.728,0.36,3.728,0,3.728,5,3.728,0.04,,,,,,,
3.735,189.82,3.735,0.36,3.735,0,3.735,5,3.735,0.04,,,,,,,
3.742,189.82,3.742,0.36,3.742,0,3.742,5,3.742,0.04,,,,,,,
3.749,189.8184,3.749,0.36,3.749,0,3.749,5,3.749,0.04,,,,,,,
3.756,189.8142,3.756,0.36,3.756,0,3.756,5,3.756,0.04,,,,,,,
3.763,189.81,3.763,0.36,3.763,0,3.763,5,3.763,0.04,,,,,,,
3.77,189.81,3.77,0.36,3.77,0,3.77,5,3.77,0.04,,,,,,,
3.777,189.81,3.777,0.36,3.777,0,3.777,5,3.777,0.04,,,,,,,
3.784,189.81,3.784,0.36,3.784,0,3.784,5,3.784,0.04,,,,,,,
3.791,189.81,3.791,0.36,3.791,0,3.791,5,3.791,0.04,,,,,,,
3.798,189.81,3.798,0.36,3.798,0,3.798,5,3.798,0.04,,,,,,,
3.805,189.81,3.805,0.36,3.805,0,3.805,5,3.805,0.04,,,,,,,
3.812,189.81,3.812,0.36,3.812,0,3.812,5,3.812,0.04,,,,,,,
3.819,189.81,3.819,0.36,3.819,0,3.819,5,3.819,0.04,,,,,,,
3.826,189.81,3.826,0.36,3.826,0,3.826,5,3.826,0.04,,,,,,,
3.833,189.812,3.833,0.36,3.833,0,3.833,5,3.833,0.04,,,,,,,
3.84,189.8162,3.84,0.36,3.84,0,3.84,5,3.84,0.04,,,,,,,
3.847,189.82,3.847,0.36,3.847,0,3.847,5,3.847,0.04,,,,,,,
3.854,189.82,3.854,0.36,3.854,0,3.854,5,3.854,0.04,,,,,,,
3.861,189.82,3.861,0.36,3.861,0,3.861,5,3.861,0.04,,,,,,,
3.868,189.82,3.868,0.36,3.868,0,3.868,5,3.868,0.04,,,,,,,
3.875,189.82,3.875,0.36,3.875,0,3.875,5,3.875,0.04,,,,,,,
3.882,189.82,3.882,0.36,3.882,0,3.882,5,3.882,0.04,,,,,,,
3.889,189.82,3.889,0.36,3.889,0,3.889,5,3.889,0.04,,,,,,,
3.896,189.82,3.896,0.36,3.896,0,3.896,5,3.896,0.04,,,,,,,
3.903,189.82,3.903,0.36,3.903,0,3.903,5,3.903,0.04,,,,,,,
3.91,189.82,3.91,0.36,3.91,0,3.91,5,3.91,0.04,,,,,,,
3.917,189.82,3.917,0.36,3.917,0,3.917,5,3.917,0.04,,,,,,,
3.924,189.82,3.924,0.36,3.924,0,3.924,5,3.924,0.04,,,,,,,
3.931,189.82,3.931,0.36,3.931,0,3.931,5,3.931,0.04,,,,,,,
3.938,189.82,3.938,0.36,3.938,0,3.938,5,3.938,0.04,,,,,,,
3.945,189.82,3.945,0.36,3.945,0,3.945,5,3.945,0.04,,,,,,,
3.952,189.8233,3.952,0.36,3.952,0,3.952,5,3.952,0.04,,,,,,,
3.959,189.8275,3.959,0.36,3.959,0,3.959,5,3.959,0.04,,,,,,,
3.966,189.83,3.966,0.36,3.966,0,3.966,5,3.966,0.04,,,,,,,
3.973,189.83,3.973,0.36,3.973,0,3.973,5,3.973,0.04,,,,,,,
3.98,189.83,3.98,0.3599121,3.98,0,3.98,5,3.98,0.04,,,,,,,
3.987,189.83,3.987,0.3557238,3.987,0,3.987,5,3.987,0.04,,,,,,,
3.994,189.83,3.994,0.3515362,3.994,0,3.994,5,3.994,0.04,,,,,,,
4.001,189.83,4.001,0.35,4.001,0,4.001,5,4.001,0.04,,,,,,,
4.008,189.83,4.008,0.35,4.008,0,4.008,5,4.008,0.04,,,,,,,
4.015,189.8311,4.015,0.35,4.015,0,4.015,5,4.015,0.04,,,,,,,
4.022,189.8353,4.022,0.35,4.022,0,4.022,5,4.022,0.04,,,,,,,
4.029,189.8395,4.029,0.35,4.029,0,4.029,5,4.029,0.04,,,,,,,
4.036,189.84,4.036,0.35,4.036,0,4.036,5,4.036,0.04,,,,,,,
4.043,189.84,4.043,0.35,4.043,0,4.043,5,4.043,0.04,,,,,,,
4.05,189.84,4.05,0.35,4.05,0,4.05,5,4.05,0.04,,,,,,,
4.057,189.84,4.057,0.35,4.057,0,4.057,5,4.057,0.04,,,,,,,
4.064,189.84,4.064,0.35,4.064,0,4.064,5,4.064,0.04,,,,,,,
4.071,189.84,4.071,0.35,4.071,0,4.071,5,4.071,0.04,,,,,,,
4.078,189.84,4.078,0.35,4.078,0,4.078,5,4.078,0.04,,,,,,,
4.085,189.843,4.085,0.35,4.085,0,4.085,5,4.085,0.04,,,,,,,
4.092,189.8472,4.092,0.35,4.092,0,4.092,5,4.092,0.04,,,,,,,
4.099,189.85,4.099,0.35,4.099,0,4.099,5,4.099,0.04,,,,,,,
4.106,189.85,4.106,0.35,4.106,0,4.106,5,4.106,0.04,,,,,,,
4.113,189.85,4.113,0.35,4.113,0,4.113,5,4.113,0.04,,,,,,,
4.12,189.85,4.12,0.35,4.12,0,4.12,5,4.12,0.04,,,,,,,
4.127,189.85,4.127,0.35,4.127,0,4.127,5,4.127,0.04,,,,,,,
4.134,189.85,4.134,0.35,4.134,0,4.134,5,4.134,0.04,,,,,,,
4.141,189.85,4.141,0.35,4.141,0,4.141,5,4.141,0.04,,,,,,,
4.148,189.8508,4.148,0.35,4.148,0,4.148,5,4.148,0.04,,,,,,,
4.155,189.855,4.155,0.35,4.155,0,4.155,5,4.155,0.04,,,,,,,
4.162,189.8592,4.162,0.35,4.162,0,4.162,5,4.162,0.04,,,,,,,
4.169,189.86,4.169,0.35,4.169,0,4.169,5,4.169,0.04,,,,,,,
4.176,189.86,4.176,0.35,4.176,0,4.176,5,4.176,0.04,,,,,,,
